577873.0,654902.0
574727.0,682561.0
578267.0,686168.0
572376.0,663944.0
566802.0,667683.0
586331.0,656913.0
578992.0,670740.0
668310.0,694799.0
565278.0,661119.0
586967.0,644163.0
585648.0,728888.0
584147.0,688041.0
567357.0,688348.0
576015.0,693585.0
606317.0,657389.0
590469.0,676760.0
581372.0,682612.0
579282.0,672312.0
580015.0,688772.0
588488.0,684089.0
574350.0,676008.0
582167.0,667514.0
577317.0,679730.0
552513.0,588185.0
552384.0,669269.0
578773.0,620080.0
584139.0,675722.0
563529.0,674602.0
541693.0,691171.0
588417.0,677784.0
566493.0,695662.0
568853.0,681897.0
594000.0,689577.0
579286.0,683842.0
575620.0,669261.0
569554.0,690448.0
591182.0,720763.0
579985.0,699818.0
580366.0,675166.0
587930.0,664339.0
594408.0,698677.0
575539.0,671545.0
571426.0,680959.0
576513.0,659978.0
583605.0,664147.0
573095.0,690500.0
572866.0,677903.0
552178.0,650044.0
564224.0,683519.0
575969.0,661545.0
574308.0,667206.0
585018.0,666124.0
569321.0,668201.0
580878.0,678004.0
609790.0,676133.0
533442.0,653381.0
578845.0,658837.0
581115.0,679993.0
581460.0,662187.0
595655.0,679790.0
578421.0,683140.0
572286.0,676980.0
584055.0,671150.0
584828.0,670015.0
573570.0,721135.0
626489.0,677609.0
575121.0,708597.0
578980.0,706417.0
560451.0,768678.0
591784.0,645670.0
577325.0,666761.0
762485.0,235760.0
584161.0,659920.0
574029.0,688319.0
579679.0,664793.0
578112.0,668318.0
589535.0,659978.0
595763.0,727133.0
619835.0,659817.0
580309.0,672801.0
584759.0,661061.0
587470.0,673804.0
576483.0,668310.0
572372.0,657550.0
559398.0,676278.0
585960.0,680374.0
551112.0,623139.0
571762.0,674090.0
627994.0,630687.0
566733.0,674579.0
561869.0,614843.0
597003.0,668170.0
574540.0,672671.0
560889.0,712212.0
582852.0,681375.0
565406.0,679174.0
573379.0,670190.0
576579.0,677887.0
591658.0,708194.0
585986.0,690885.0
