dataset,k,dimension,trajectoryNumber,heightnew,nodecounts,leafnodes,depthmean,depthsd,radiusmean,radiussd,pointsmean,pointssd,disfathermean,disfathersd,height,leafnode,radiusMean,radiusSD,fastest,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,slowest
KeggDirected,100,10,10000,2.625,2.94,0.972,1.5015,0.3579,0.006540555,0.015438526000000001,1.0288,2.0734,0.0047,0.0181,2.625,0.963,0.0067,0.0142,14,7,9,8,10,2,12,6,3,4,11,1,13,0,15,5
KeggDirected,1000,10,10000,2.625,2.94,0.972,1.5015,0.3579,0.006540555,0.015438526000000001,1.0288,2.0734,0.0047,0.0181,2.625,0.963,0.0067,0.0142,14,7,9,10,8,6,13,2,12,4,1,15,0,11,3,5
KeggDirected,10,10,50000,2.4,1.5948,0.5268,1.4564,0.2988,0.003296248,0.007234359,1.8983,9.3492,0.0025,0.0099,2.5,0.5562,0.0032,0.0074,14,13,15,2,1,7,10,11,8,4,9,0,12,3,6,5
KeggDirected,100,10,50000,2.4,1.5948,0.5268,1.4564,0.2988,0.003296248,0.007234359,1.8983,9.3492,0.0025,0.0099,2.5,0.5562,0.0032,0.0074,14,7,10,8,9,12,2,6,4,13,1,11,0,3,15,5
KeggDirected,1000,10,50000,2.4,1.5948,0.5268,1.4564,0.2988,0.003296248,0.007234359,1.8983,9.3492,0.0025,0.0099,2.5,0.5562,0.0032,0.0074,7,14,10,9,8,2,12,6,4,13,1,11,0,15,3,5
KeggDirected,10,20,1000,3.2,3.33,1.11,1.7027,0.5893,0.023411282000000002,0.054782922000000005,0.9009,0.677,0.0345,0.1214,2.8,1.08,0.0243,0.0557,14,2,7,4,9,1,8,10,11,3,12,6,0,13,15,5
KeggDirected,100,20,1000,3.2,3.33,1.11,1.7027,0.5893,0.023411282000000002,0.054782922000000005,0.9009,0.677,0.0345,0.1214,2.8,1.08,0.0243,0.0557,14,7,9,8,6,2,3,4,13,1,15,10,11,0,12,5
KeggDirected,1000,20,1000,3.2,3.33,1.11,1.7027,0.5893,0.023411282000000002,0.054782922000000005,0.9009,0.677,0.0345,0.1214,2.8,1.08,0.0243,0.0557,6,14,7,10,8,9,15,2,4,13,1,0,5,3,12,11
KeggDirected,10,20,5000,2.2857144,2.85,0.9540000000000001,1.5553,0.3905,0.009767148,0.022173604,1.0482,2.886,0.0072,0.0252,2.7142856,1.1159999999999999,0.0088,0.022000000000000002,14,2,10,1,9,8,4,7,11,12,15,13,0,3,6,5
KeggDirected,100,20,5000,2.2857144,2.85,0.9540000000000001,1.5553,0.3905,0.009767148,0.022173604,1.0482,2.886,0.0072,0.0252,2.7142856,1.1159999999999999,0.0088,0.022000000000000002,14,7,9,8,10,12,2,3,6,15,4,13,11,1,0,5
KeggDirected,1000,20,5000,2.2857144,2.85,0.9540000000000001,1.5553,0.3905,0.009767148,0.022173604,1.0482,2.886,0.0072,0.0252,2.7142856,1.1159999999999999,0.0088,0.022000000000000002,14,7,9,8,6,10,2,15,1,4,13,0,11,12,3,5
KeggDirected,10,20,10000,2.5,2.997,0.993,1.5208,0.3709,0.007102756,0.014721753999999998,1.0070000000000001,2.9311,0.0056,0.02,2.25,0.897,0.0077,0.0179,14,7,4,13,8,15,2,9,1,11,12,3,10,0,6,5
KeggDirected,100,20,10000,2.5,2.997,0.993,1.5208,0.3709,0.007102756,0.014721753999999998,1.0070000000000001,2.9311,0.0056,0.02,2.25,0.897,0.0077,0.0179,14,7,9,8,10,2,12,3,15,4,6,1,11,13,0,5
KeggDirected,1000,20,10000,2.5,2.997,0.993,1.5208,0.3709,0.007102756,0.014721753999999998,1.0070000000000001,2.9311,0.0056,0.02,2.25,0.897,0.0077,0.0179,14,7,8,9,10,15,2,13,6,12,4,1,11,0,3,5
KeggDirected,10,20,50000,2.6,1.1022,0.3642,1.5614,0.3259,0.001828663,0.014673878999999999,2.7457,21.2175,0.0024,0.0276,2.6,0.3444,0.002,0.0151,14,2,7,1,10,9,11,8,4,13,15,0,3,12,6,5
KeggDirected,100,20,50000,2.6,1.1022,0.3642,1.5614,0.3259,0.001828663,0.014673878999999999,2.7457,21.2175,0.0024,0.0276,2.6,0.3444,0.002,0.0151,14,7,10,9,12,8,15,2,4,13,11,6,1,0,3,5
KeggDirected,1000,20,50000,2.6,1.1022,0.3642,1.5614,0.3259,0.001828663,0.014673878999999999,2.7457,21.2175,0.0024,0.0276,2.6,0.3444,0.002,0.0151,7,10,9,14,8,2,12,4,1,6,11,13,0,15,3,5
KeggUndirect,10,2,1000,2.2,4.17,1.29,1.4465,0.3526,0.020381723,0.05028055,0.7752,0.5099,0.0398,0.125,2.0,1.29,0.0206,0.0504,14,10,11,8,7,9,2,12,13,3,4,0,6,5,15,1
KeggUndirect,100,2,1000,2.2,4.17,1.29,1.4465,0.3526,0.020381723,0.05028055,0.7752,0.5099,0.0398,0.125,2.0,1.29,0.0206,0.0504,6,13,3,14,15,10,7,8,9,5,0,2,12,4,11,1
KeggUndirect,1000,2,1000,2.2,4.17,1.29,1.4465,0.3526,0.020381723,0.05028055,0.7752,0.5099,0.0398,0.125,2.0,1.29,0.0206,0.0504,6,13,5,0,12,14,15,7,10,8,11,9,2,4,3,1
KeggUndirect,10,2,5000,1.8571428,3.0,0.516,1.3571,0.3784,0.012716032,0.036552759,1.9380000000000002,2.3201,0.0208,0.0884,1.8571428,0.54,0.0121,0.0348,13,15,14,3,2,6,1,8,5,7,4,9,10,0,12,11
KeggUndirect,100,2,5000,1.8571428,3.0,0.516,1.3571,0.3784,0.012716032,0.036552759,1.9380000000000002,2.3201,0.0208,0.0884,1.8571428,0.54,0.0121,0.0348,14,13,15,7,6,8,10,9,12,3,2,11,4,1,5,0
KeggUndirect,1000,2,5000,1.8571428,3.0,0.516,1.3571,0.3784,0.012716032,0.036552759,1.9380000000000002,2.3201,0.0208,0.0884,1.8571428,0.54,0.0121,0.0348,15,14,13,7,10,8,9,6,5,2,4,12,11,0,3,1
KeggUndirect,10,2,10000,1.75,2.5380000000000003,0.342,1.3114,0.3564,0.009497601,0.032506966,2.924,4.2284,0.0171,0.0768,1.75,0.33899999999999997,0.0091,0.0325,14,13,15,3,0,2,11,12,1,7,4,10,6,8,9,5
KeggUndirect,100,2,10000,1.75,2.5380000000000003,0.342,1.3114,0.3564,0.009497601,0.032506966,2.924,4.2284,0.0171,0.0768,1.75,0.33899999999999997,0.0091,0.0325,14,13,15,6,7,8,10,9,2,12,11,0,4,3,1,5
KeggUndirect,1000,2,10000,1.75,2.5380000000000003,0.342,1.3114,0.3564,0.009497601,0.032506966,2.924,4.2284,0.0171,0.0768,1.75,0.33899999999999997,0.0091,0.0325,13,6,15,14,0,7,10,8,9,5,12,2,1,4,11,3
KeggUndirect,10,2,50000,1.6,1.002,0.1104,1.2309999999999999,0.3379,0.007694787,0.040265128,9.058,18.2073,0.0114,0.0548,1.6,0.1128,0.006999999999999999,0.0396,13,14,15,6,11,7,10,2,3,8,4,1,9,12,5,0
KeggUndirect,100,2,50000,1.6,1.002,0.1104,1.2309999999999999,0.3379,0.007694787,0.040265128,9.058,18.2073,0.0114,0.0548,1.6,0.1128,0.006999999999999999,0.0396,14,13,15,7,6,10,8,2,12,9,11,4,3,5,1,0
KeggUndirect,1000,2,50000,1.6,1.002,0.1104,1.2309999999999999,0.3379,0.007694787,0.040265128,9.058,18.2073,0.0114,0.0548,1.6,0.1128,0.006999999999999999,0.0396,15,14,13,6,10,7,8,9,5,12,2,11,4,0,1,3
KeggUndirect,10,10,1000,2.8,2.82,0.96,1.8125,0.6518,0.001512985,0.004163359,1.0417,1.4177,0.0433,0.1794,2.8,0.9,0.0016,0.0043,14,13,2,15,7,8,4,10,1,12,11,9,0,3,6,5
KeggUndirect,100,10,1000,2.8,2.82,0.96,1.8125,0.6518,0.001512985,0.004163359,1.0417,1.4177,0.0433,0.1794,2.8,0.9,0.0016,0.0043,14,7,8,6,9,3,2,13,4,1,15,0,10,5,11,12
KeggUndirect,1000,10,1000,2.8,2.82,0.96,1.8125,0.6518,0.001512985,0.004163359,1.0417,1.4177,0.0433,0.1794,2.8,0.9,0.0016,0.0043,6,14,10,7,15,8,9,13,2,4,5,0,1,3,12,11
KeggUndirect,10,10,5000,2.4285715,2.64,0.8759999999999999,1.6477,0.3532,0.001105348,0.007907951,1.1416,1.9912,0.009000000000000001,0.0848,2.4285715,0.9,0.0011,0.0078,13,14,15,2,1,8,10,11,4,7,3,0,9,12,6,5
KeggUndirect,100,10,5000,2.4285715,2.64,0.8759999999999999,1.6477,0.3532,0.001105348,0.007907951,1.1416,1.9912,0.009000000000000001,0.0848,2.4285715,0.9,0.0011,0.0078,14,7,8,9,6,10,15,12,13,2,3,11,0,1,4,5
KeggUndirect,1000,10,5000,2.4285715,2.64,0.8759999999999999,1.6477,0.3532,0.001105348,0.007907951,1.1416,1.9912,0.009000000000000001,0.0848,2.4285715,0.9,0.0011,0.0078,14,6,7,8,9,10,15,13,2,4,0,1,12,11,5,3
KeggUndirect,10,10,10000,2.75,2.862,0.93,1.629,0.3408,0.000542,0.005371896,1.0753,2.1271,0.0043,0.0583,2.5,0.915,0.0006,0.0054,13,15,14,2,11,1,8,10,7,9,3,0,4,12,6,5
KeggUndirect,100,10,10000,2.75,2.862,0.93,1.629,0.3408,0.000542,0.005371896,1.0753,2.1271,0.0043,0.0583,2.5,0.915,0.0006,0.0054,14,7,8,10,15,9,13,6,12,2,3,4,0,11,1,5
KeggUndirect,1000,10,10000,2.75,2.862,0.93,1.629,0.3408,0.000542,0.005371896,1.0753,2.1271,0.0043,0.0583,2.5,0.915,0.0006,0.0054,14,7,10,8,13,9,6,15,2,12,1,0,4,11,3,5
KeggUndirect,10,10,50000,2.8,1.7796,0.5772,1.5308,0.293,0.00023799999999999998,0.002405177,1.7325,6.1388,0.0015,0.0333,2.4,0.5766,0.0002,0.0024,13,15,14,7,11,10,8,12,2,9,1,0,4,3,6,5
KeggUndirect,100,10,50000,2.8,1.7796,0.5772,1.5308,0.293,0.00023799999999999998,0.002405177,1.7325,6.1388,0.0015,0.0333,2.4,0.5766,0.0002,0.0024,14,7,10,8,9,15,13,12,2,6,3,11,4,1,0,5
KeggUndirect,1000,10,50000,2.8,1.7796,0.5772,1.5308,0.293,0.00023799999999999998,0.002405177,1.7325,6.1388,0.0015,0.0333,2.4,0.5766,0.0002,0.0024,7,10,8,9,14,6,2,12,4,1,11,0,13,15,3,5
KeggUndirect,10,20,1000,2.6,2.64,0.9,1.7333,0.6247,0.002100227,0.004325004,1.1111,1.5145,0.0462,0.1849,2.4,0.87,0.0022,0.0044,14,2,1,4,11,9,13,8,15,10,12,7,0,3,6,5
KeggUndirect,100,20,1000,2.6,2.64,0.9,1.7333,0.6247,0.002100227,0.004325004,1.1111,1.5145,0.0462,0.1849,2.4,0.87,0.0022,0.0044,14,7,9,8,6,2,15,3,13,4,1,10,0,11,12,5
KeggUndirect,1000,20,1000,2.6,2.64,0.9,1.7333,0.6247,0.002100227,0.004325004,1.1111,1.5145,0.0462,0.1849,2.4,0.87,0.0022,0.0044,6,10,7,8,9,14,13,2,15,4,1,0,5,3,12,11
KeggUndirect,10,20,5000,2.5714285,2.6639999999999997,0.888,1.6931,0.4028,0.001469697,0.007826773,1.1261,1.6435,0.0091,0.0842,2.4285715,0.888,0.0015,0.0078,14,13,11,10,9,15,7,8,2,12,1,4,3,0,6,5
KeggUndirect,100,20,5000,2.5714285,2.6639999999999997,0.888,1.6931,0.4028,0.001469697,0.007826773,1.1261,1.6435,0.0091,0.0842,2.4285715,0.888,0.0015,0.0078,14,7,9,8,10,12,15,6,3,2,13,4,11,1,0,5
KeggUndirect,1000,20,5000,2.5714285,2.6639999999999997,0.888,1.6931,0.4028,0.001469697,0.007826773,1.1261,1.6435,0.0091,0.0842,2.4285715,0.888,0.0015,0.0078,14,7,6,9,8,10,2,4,13,1,15,0,12,3,11,5
KeggUndirect,10,20,10000,2.625,2.508,0.828,1.6123,0.3439,0.000962,0.0057204759999999995,1.2077,2.7984,0.005,0.0618,2.75,0.852,0.0009,0.0056,14,13,15,1,2,11,7,9,8,10,4,12,0,3,6,5
KeggUndirect,100,20,10000,2.625,2.508,0.828,1.6123,0.3439,0.000962,0.0057204759999999995,1.2077,2.7984,0.005,0.0618,2.75,0.852,0.0009,0.0056,14,7,9,8,12,10,15,13,2,3,6,4,11,1,0,5
KeggUndirect,1000,20,10000,2.625,2.508,0.828,1.6123,0.3439,0.000962,0.0057204759999999995,1.2077,2.7984,0.005,0.0618,2.75,0.852,0.0009,0.0056,14,7,9,8,10,2,6,4,13,12,1,15,0,11,3,5
KeggUndirect,10,20,50000,2.8,1.8378,0.6042,1.5558,0.2876,0.000536,0.002473506,1.6551,5.1929,0.0016,0.0326,2.5,0.5904,0.0006,0.0025,13,15,14,2,7,11,9,10,8,4,1,12,3,0,6,5
KeggUndirect,100,20,50000,2.8,1.8378,0.6042,1.5558,0.2876,0.000536,0.002473506,1.6551,5.1929,0.0016,0.0326,2.5,0.5904,0.0006,0.0025,14,7,10,9,8,12,2,3,6,13,15,4,11,0,1,5
KeggUndirect,1000,20,50000,2.8,1.8378,0.6042,1.5558,0.2876,0.000536,0.002473506,1.6551,5.1929,0.0016,0.0326,2.5,0.5904,0.0006,0.0025,7,14,10,8,9,12,2,6,4,11,13,1,0,15,3,5
NYC,10,2,1000,1.8,4.26,1.44,1.4375,0.2934,0.015219676000000001,0.06075605,0.6944,0.157,0.0191,0.0833,1.8,1.44,0.015218213000000001,0.060756318,7,8,9,13,10,14,11,12,4,2,3,15,0,5,1,6
NYC,10,2,1000,1.8,4.26,1.44,1.4375,0.2934,0.015219676000000001,0.06075605,0.6944,0.157,0.0191,0.0833,1.8,1.44,0.015219676000000001,0.06075605,13,14,10,9,11,15,8,7,12,4,2,3,0,5,6,1
NYC,100,2,1000,1.8,4.26,1.44,1.4375,0.2934,0.015219676000000001,0.06075605,0.6944,0.157,0.0191,0.0833,1.8,1.44,0.015218213000000001,0.060756318,6,3,13,14,12,8,7,9,10,2,4,15,0,5,1,11
NYC,100,2,1000,1.8,4.26,1.44,1.4375,0.2934,0.015219676000000001,0.06075605,0.6944,0.157,0.0191,0.0833,1.8,1.44,0.015219676000000001,0.06075605,6,7,8,14,3,9,13,2,4,10,12,1,11,0,5,15
NYC,1000,2,1000,1.8,4.26,1.44,1.4375,0.2934,0.015219676000000001,0.06075605,0.6944,0.157,0.0191,0.0833,1.8,1.44,0.015218213000000001,0.060756318,10,14,15,7,6,8,9,5,13,0,12,3,2,11,4,1
NYC,1000,2,1000,1.8,4.26,1.44,1.4375,0.2934,0.015219676000000001,0.06075605,0.6944,0.157,0.0191,0.0833,1.8,1.44,0.015219676000000001,0.06075605,6,5,13,12,3,7,10,8,0,15,9,11,2,4,14,1
NYC,10,2,5000,1.7142857,4.056,1.3559999999999999,1.3451,0.2075,0.002877883,0.012565065,0.7375,0.1795,0.0035,0.0208,1.7142857,1.38,0.002832634,0.012459798000000001,13,15,14,3,11,2,10,7,6,8,1,12,9,4,5,0
NYC,10,2,5000,1.7142857,4.056,1.3559999999999999,1.3451,0.2075,0.002877883,0.012565065,0.7375,0.1795,0.0035,0.0208,1.7142857,1.368,0.0028366479999999998,0.012514835,13,15,14,6,3,8,7,10,9,11,1,5,2,12,0,4
NYC,100,2,5000,1.7142857,4.056,1.3559999999999999,1.3451,0.2075,0.002877883,0.012565065,0.7375,0.1795,0.0035,0.0208,1.7142857,1.38,0.002832634,0.012459798000000001,2,7,6,8,9,13,10,14,12,4,1,3,11,15,5,0
NYC,100,2,5000,1.7142857,4.056,1.3559999999999999,1.3451,0.2075,0.002877883,0.012565065,0.7375,0.1795,0.0035,0.0208,1.7142857,1.368,0.0028366479999999998,0.012514835,14,7,8,9,6,10,12,15,3,11,2,4,13,1,5,0
NYC,1000,2,5000,1.7142857,4.056,1.3559999999999999,1.3451,0.2075,0.002877883,0.012565065,0.7375,0.1795,0.0035,0.0208,1.7142857,1.38,0.002832634,0.012459798000000001,6,14,7,9,10,8,13,15,2,4,12,1,0,5,3,11
NYC,1000,2,5000,1.7142857,4.056,1.3559999999999999,1.3451,0.2075,0.002877883,0.012565065,0.7375,0.1795,0.0035,0.0208,1.7142857,1.368,0.0028366479999999998,0.012514835,6,14,7,9,8,10,13,15,2,4,0,1,12,11,5,3
NYC,10,2,10000,1.625,4.683,1.5630000000000002,1.3452,0.1836,0.0015640779999999998,0.009899166,0.6398,0.2278,0.0016,0.0127,1.625,1.536,0.001595923,0.009982797,13,15,14,11,9,10,8,2,12,4,7,3,1,6,0,5
NYC,10,2,10000,1.625,4.683,1.5630000000000002,1.3452,0.1836,0.0015640779999999998,0.009899166,0.6398,0.2278,0.0016,0.0127,1.625,1.569,0.001550285,0.009879594,13,15,14,11,2,7,10,12,9,8,4,3,1,0,6,5
NYC,100,2,10000,1.625,4.683,1.5630000000000002,1.3452,0.1836,0.0015640779999999998,0.009899166,0.6398,0.2278,0.0016,0.0127,1.625,1.536,0.001595923,0.009982797,14,7,9,10,8,13,6,2,15,12,4,11,1,3,0,5
NYC,100,2,10000,1.625,4.683,1.5630000000000002,1.3452,0.1836,0.0015640779999999998,0.009899166,0.6398,0.2278,0.0016,0.0127,1.625,1.569,0.001550285,0.009879594,14,7,10,9,8,13,2,6,15,12,4,11,1,3,0,5
NYC,1000,2,10000,1.625,4.683,1.5630000000000002,1.3452,0.1836,0.0015640779999999998,0.009899166,0.6398,0.2278,0.0016,0.0127,1.625,1.536,0.001595923,0.009982797,14,6,7,9,8,10,13,2,15,12,0,4,1,11,5,3
NYC,1000,2,10000,1.625,4.683,1.5630000000000002,1.3452,0.1836,0.0015640779999999998,0.009899166,0.6398,0.2278,0.0016,0.0127,1.625,1.569,0.001550285,0.009879594,14,7,6,9,10,8,13,12,2,15,0,4,1,11,5,3
NYC,10,2,50000,1.8,4.5762,1.5258,1.4044,0.1725,0.000426,0.008412641,0.6554,0.2697,0.0004,0.0114,1.8,1.5216,0.000426,0.008424361,13,15,14,10,2,7,8,3,9,4,1,11,12,0,6,5
NYC,10,2,50000,1.8,4.5762,1.5258,1.4044,0.1725,0.000426,0.008412641,0.6554,0.2697,0.0004,0.0114,1.8,1.5174,0.000429,0.008436072,13,15,14,11,10,7,9,2,8,12,4,1,3,6,0,5
NYC,100,2,50000,1.8,4.5762,1.5258,1.4044,0.1725,0.000426,0.008412641,0.6554,0.2697,0.0004,0.0114,1.8,1.5216,0.000426,0.008424361,14,13,15,7,10,9,8,2,12,6,11,4,1,0,3,5
NYC,100,2,50000,1.8,4.5762,1.5258,1.4044,0.1725,0.000426,0.008412641,0.6554,0.2697,0.0004,0.0114,1.8,1.5174,0.000429,0.008436072,14,13,15,7,10,9,8,2,12,6,4,11,1,0,3,5
NYC,1000,2,50000,1.8,4.5762,1.5258,1.4044,0.1725,0.000426,0.008412641,0.6554,0.2697,0.0004,0.0114,1.8,1.5216,0.000426,0.008424361,14,7,10,9,8,6,13,2,12,15,0,4,11,1,5,3
NYC,1000,2,50000,1.8,4.5762,1.5258,1.4044,0.1725,0.000426,0.008412641,0.6554,0.2697,0.0004,0.0114,1.8,1.5174,0.000429,0.008436072,14,7,10,9,8,6,13,12,2,0,15,4,1,11,3,5
NYC,10,2,100000,1.7272726999999999,4.3794,1.4598,1.3786,0.1713,0.000234,0.002203827,0.685,0.3255,0.0002,0.0048,1.8181819,1.4694,0.00023199999999999997,0.0021965120000000003,13,15,14,2,7,11,10,9,8,3,4,1,0,12,6,5
NYC,10,2,100000,1.7272726999999999,4.3794,1.4598,1.3786,0.1713,0.000234,0.002203827,0.685,0.3255,0.0002,0.0048,1.8181819,1.464,0.000234,0.002201062,13,15,14,7,9,10,4,2,11,8,3,1,12,0,6,5
NYC,100,2,100000,1.7272726999999999,4.3794,1.4598,1.3786,0.1713,0.000234,0.002203827,0.685,0.3255,0.0002,0.0048,1.8181819,1.4694,0.00023199999999999997,0.0021965120000000003,14,13,15,7,10,8,9,12,2,6,4,11,1,3,0,5
NYC,100,2,100000,1.7272726999999999,4.3794,1.4598,1.3786,0.1713,0.000234,0.002203827,0.685,0.3255,0.0002,0.0048,1.8181819,1.464,0.000234,0.002201062,14,13,15,7,10,9,8,2,12,6,4,11,1,0,3,5
NYC,1000,2,100000,1.7272726999999999,4.3794,1.4598,1.3786,0.1713,0.000234,0.002203827,0.685,0.3255,0.0002,0.0048,1.8181819,1.4694,0.00023199999999999997,0.0021965120000000003,14,7,10,9,8,6,13,12,2,15,0,4,1,11,3,5
NYC,1000,2,100000,1.7272726999999999,4.3794,1.4598,1.3786,0.1713,0.000234,0.002203827,0.685,0.3255,0.0002,0.0048,1.8181819,1.464,0.000234,0.002201062,14,7,10,9,8,6,13,12,2,0,15,4,1,11,3,5
NYC,10,2,500000,1.7142857,3.36096,1.0906,1.245,0.1477,0.00010400000000000001,0.0013993329999999998,0.917,0.7649,0.0001,0.0019,1.7142857,1.0909,0.00010400000000000001,0.0013997220000000002,13,15,14,2,7,4,1,10,9,11,8,12,0,3,6,5
NYC,10,2,500000,1.7142857,3.36096,1.0906,1.245,0.1477,0.00010400000000000001,0.0013993329999999998,0.917,0.7649,0.0001,0.0019,1.7142857,1.083,0.000105,0.001404855,13,15,14,2,11,10,8,7,1,9,4,3,12,0,6,5
NYC,100,2,500000,1.7142857,3.36096,1.0906,1.245,0.1477,0.00010400000000000001,0.0013993329999999998,0.917,0.7649,0.0001,0.0019,1.7142857,1.0909,0.00010400000000000001,0.0013997220000000002,13,14,15,10,7,9,8,12,2,4,6,11,1,0,3,5
NYC,100,2,500000,1.7142857,3.36096,1.0906,1.245,0.1477,0.00010400000000000001,0.0013993329999999998,0.917,0.7649,0.0001,0.0019,1.7142857,1.083,0.000105,0.001404855,13,14,15,7,10,9,8,2,12,4,11,6,1,0,3,5
NYC,1000,2,500000,1.7142857,3.36096,1.0906,1.245,0.1477,0.00010400000000000001,0.0013993329999999998,0.917,0.7649,0.0001,0.0019,1.7142857,1.0909,0.00010400000000000001,0.0013997220000000002,14,7,13,10,9,8,15,6,12,2,0,4,1,11,3,5
NYC,1000,2,500000,1.7142857,3.36096,1.0906,1.245,0.1477,0.00010400000000000001,0.0013993329999999998,0.917,0.7649,0.0001,0.0019,1.7142857,1.083,0.000105,0.001404855,14,13,7,10,9,8,15,6,12,2,0,4,11,1,3,5
NYC,10,2,1000000,1.7333333,2.72919,0.8617,1.2217,0.1448,8.03e-05,0.000567,1.1604,1.2947,0.0001,0.0007,1.6666666,0.862,7.99e-05,0.000566,13,15,14,2,10,8,1,7,11,9,4,12,3,0,6,5
NYC,100,2,1000000,1.7333333,2.72919,0.8617,1.2217,0.1448,8.03e-05,0.000567,1.1604,1.2947,0.0001,0.0007,1.6666666,0.862,7.99e-05,0.000566,13,14,15,7,10,9,8,12,2,4,11,6,1,3,0,5
NYC,1000,2,1000000,1.7333333,2.72919,0.8617,1.2217,0.1448,8.03e-05,0.000567,1.1604,1.2947,0.0001,0.0007,1.6666666,0.862,7.99e-05,0.000566,14,13,15,7,10,9,8,12,6,2,0,1,4,11,3,5
Shuttle,10,10,14500,3.0,0.188275862,0.0641,1.6815,0.8137,0.013902833,0.028850217999999997,15.5914,63.2506,0.0591,0.19,3.125,0.0724,0.01233803,0.02749883,3,5,6,13,0,10,14,2,7,8,11,4,15,9,1,12
Shuttle,100,10,14500,3.0,0.188275862,0.0641,1.6815,0.8137,0.013902833,0.028850217999999997,15.5914,63.2506,0.0591,0.19,3.125,0.0724,0.01233803,0.02749883,13,12,7,8,10,15,9,6,4,2,11,14,3,5,0,1
Shuttle,1000,10,14500,3.0,0.188275862,0.0641,1.6815,0.8137,0.013902833,0.028850217999999997,15.5914,63.2506,0.0591,0.19,3.125,0.0724,0.01233803,0.02749883,14,7,10,9,8,6,13,2,12,0,15,4,1,11,5,3
Shuttle,10,2,1000,2.6,4.17,1.35,1.6044,0.4685,0.0010610860000000001,0.0010011739999999999,0.7407,1.0865,0.0243,0.1472,2.6,1.35,0.001,0.001,14,10,13,9,8,7,11,12,4,15,3,0,2,6,5,1
Shuttle,100,2,1000,2.6,4.17,1.35,1.6044,0.4685,0.0010610860000000001,0.0010011739999999999,0.7407,1.0865,0.0243,0.1472,2.6,1.35,0.001,0.001,6,13,7,3,14,8,2,4,10,9,5,12,0,15,1,11
Shuttle,1000,2,1000,2.6,4.17,1.35,1.6044,0.4685,0.0010610860000000001,0.0010011739999999999,0.7407,1.0865,0.0243,0.1472,2.6,1.35,0.001,0.001,6,13,5,15,14,10,7,0,8,9,3,2,12,4,1,11
Shuttle,10,2,5000,2.4285715,2.028,0.648,1.7209,0.3639,0.004106123,0.029053201,1.5432,3.6549,0.0122,0.0792,2.2857144,0.516,0.0052,0.0325,6,3,13,0,5,14,2,8,7,15,9,11,4,10,1,12
Shuttle,100,2,5000,2.4285715,2.028,0.648,1.7209,0.3639,0.004106123,0.029053201,1.5432,3.6549,0.0122,0.0792,2.2857144,0.516,0.0052,0.0325,6,14,3,13,7,12,10,8,5,9,15,2,0,4,11,1
Shuttle,1000,2,5000,2.4285715,2.028,0.648,1.7209,0.3639,0.004106123,0.029053201,1.5432,3.6549,0.0122,0.0792,2.2857144,0.516,0.0052,0.0325,6,13,14,15,10,7,8,9,5,4,12,11,0,3,2,1
Shuttle,10,2,10000,2.25,0.909,0.29100000000000004,1.6159999999999999,0.4153,0.0069502259999999995,0.044441778,3.4364,8.2782,0.0161,0.0824,2.375,0.312,0.0065,0.043,13,14,0,2,11,10,15,9,7,8,1,4,3,6,12,5
Shuttle,100,2,10000,2.25,0.909,0.29100000000000004,1.6159999999999999,0.4153,0.0069502259999999995,0.044441778,3.4364,8.2782,0.0161,0.0824,2.375,0.312,0.0065,0.043,14,13,15,7,8,10,12,6,9,2,0,4,11,1,3,5
Shuttle,1000,2,10000,2.25,0.909,0.29100000000000004,1.6159999999999999,0.4153,0.0069502259999999995,0.044441778,3.4364,8.2782,0.0161,0.0824,2.375,0.312,0.0065,0.043,6,13,15,14,10,7,8,9,0,5,2,12,4,1,11,3
Shuttle,10,10,1000,3.2,2.91,0.99,1.8848,0.7033,0.002017646,0.001465545,1.0101,1.2781,0.0385,0.1722,2.8,1.05,0.0021,0.0015,3,6,2,0,7,4,1,8,9,10,14,5,13,11,12,15
Shuttle,100,10,1000,3.2,2.91,0.99,1.8848,0.7033,0.002017646,0.001465545,1.0101,1.2781,0.0385,0.1722,2.8,1.05,0.0021,0.0015,14,6,7,13,8,3,9,2,15,0,4,1,10,12,11,5
Shuttle,1000,10,1000,3.2,2.91,0.99,1.8848,0.7033,0.002017646,0.001465545,1.0101,1.2781,0.0385,0.1722,2.8,1.05,0.0021,0.0015,6,13,10,7,8,14,15,9,5,0,2,4,1,3,12,11
Shuttle,10,10,5000,3.4285714999999994,1.248,0.42,2.0265,0.6732,0.004298265999999999,0.013444908,2.381,3.5961,0.0224,0.1205,2.7142856,0.54,0.0035,0.0119,0,1,14,7,9,11,10,8,4,2,3,6,12,5,13,15
Shuttle,100,10,5000,3.4285714999999994,1.248,0.42,2.0265,0.6732,0.004298265999999999,0.013444908,2.381,3.5961,0.0224,0.1205,2.7142856,0.54,0.0035,0.0119,14,10,13,7,15,9,8,11,6,12,2,0,3,1,4,5
Shuttle,1000,10,5000,3.4285714999999994,1.248,0.42,2.0265,0.6732,0.004298265999999999,0.013444908,2.381,3.5961,0.0224,0.1205,2.7142856,0.54,0.0035,0.0119,14,7,6,9,8,10,13,2,15,0,4,1,12,11,5,3
