dataset,k,dimension,trajectoryNumber,heightnew,nodecounts,leafnodes,depthmean,depthsd,radiusmean,radiussd,pointsmean,pointssd,disfathermean,disfathersd,height,leafnode,radiusMean,radiusSD,fastest,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,slowest
covtype,1000,10,50000,1.6,4.8174,1.6062,1.2344,0.1577,0.037528202000000004,0.017866574,0.6226,0.2329,0.0231,0.0161,1.7,1.614,0.0373,0.0185,10,9,14,7,8,6,12,2,0,13,4,1,11,15,3,5
covtype,10,10,100000,1.6363636000000001,4.7892,1.5966,1.2086,0.1388,0.032153416000000004,0.01366512,0.6263,0.2333,0.0195,0.013000000000000001,1.6363636000000001,1.6068,0.0321,0.0137,13,14,3,2,15,7,10,11,4,1,9,0,8,12,6,5
covtype,100,10,100000,1.6363636000000001,4.7892,1.5966,1.2086,0.1388,0.032153416000000004,0.01366512,0.6263,0.2333,0.0195,0.013000000000000001,1.6363636000000001,1.6068,0.0321,0.0137,7,10,14,9,8,6,3,12,2,13,0,4,11,15,1,5
covtype,1000,10,100000,1.6363636000000001,4.7892,1.5966,1.2086,0.1388,0.032153416000000004,0.01366512,0.6263,0.2333,0.0195,0.013000000000000001,1.6363636000000001,1.6068,0.0321,0.0137,10,9,7,14,8,6,12,2,0,13,4,1,11,15,3,5
covtype,10,10,500000,1.5714285,4.44696,1.4824,1.1463,0.14400000000000002,0.021194047999999997,0.007182661,0.6746,0.3273,0.0119,0.008,1.6428572,1.4980000000000002,0.0212,0.0073,13,14,3,2,15,0,1,7,11,4,10,9,8,12,6,5
covtype,100,10,500000,1.5714285,4.44696,1.4824,1.1463,0.14400000000000002,0.021194047999999997,0.007182661,0.6746,0.3273,0.0119,0.008,1.6428572,1.4980000000000002,0.0212,0.0073,10,14,7,9,8,3,12,6,2,13,0,15,11,4,1,5
covtype,1000,10,500000,1.5714285,4.44696,1.4824,1.1463,0.14400000000000002,0.021194047999999997,0.007182661,0.6746,0.3273,0.0119,0.008,1.6428572,1.4980000000000002,0.0212,0.0073,7,10,14,9,8,6,12,2,13,0,4,1,15,11,3,5
covtype,10,20,1000,1.6,4.62,1.56,1.1923,0.1838,0.148243773,0.042919738,0.6409999999999999,0.218,0.0883,0.047,1.8,1.53,0.146,0.0485,2,3,7,10,4,6,1,8,9,11,14,12,0,13,15,5
covtype,100,20,1000,1.6,4.62,1.56,1.1923,0.1838,0.148243773,0.042919738,0.6409999999999999,0.218,0.0883,0.047,1.8,1.53,0.146,0.0485,14,7,9,8,3,6,2,13,15,4,1,11,12,0,10,5
covtype,1000,20,1000,1.6,4.62,1.56,1.1923,0.1838,0.148243773,0.042919738,0.6409999999999999,0.218,0.0883,0.047,1.8,1.53,0.146,0.0485,6,10,7,14,15,13,9,8,5,4,2,0,3,1,12,11
covtype,10,20,5000,2.142857,4.506,1.506,1.4132,0.3546,0.05373866099999999,0.029888692,0.664,0.302,0.0311,0.0258,2.142857,1.452,0.0569,0.0308,3,7,4,1,10,2,9,8,14,6,11,0,12,13,15,5
covtype,100,20,5000,2.142857,4.506,1.506,1.4132,0.3546,0.05373866099999999,0.029888692,0.664,0.302,0.0311,0.0258,2.142857,1.452,0.0569,0.0308,7,9,8,14,10,3,2,6,12,4,1,0,11,13,15,5
covtype,1000,20,5000,2.142857,4.506,1.506,1.4132,0.3546,0.05373866099999999,0.029888692,0.664,0.302,0.0311,0.0258,2.142857,1.452,0.0569,0.0308,14,9,7,8,6,10,13,2,12,1,15,4,0,11,3,5
covtype,10,20,10000,1.875,4.647,1.551,1.3489,0.2753,0.047427468,0.023887328,0.6447,0.2288,0.0261,0.0208,1.75,1.554,0.0471,0.0229,14,3,2,10,9,11,7,4,8,1,13,12,0,15,6,5
covtype,100,20,10000,1.875,4.647,1.551,1.3489,0.2753,0.047427468,0.023887328,0.6447,0.2288,0.0261,0.0208,1.75,1.554,0.0471,0.0229,14,7,9,8,10,3,6,2,12,1,0,4,11,13,15,5
covtype,1000,20,10000,1.875,4.647,1.551,1.3489,0.2753,0.047427468,0.023887328,0.6447,0.2288,0.0261,0.0208,1.75,1.554,0.0471,0.0229,7,14,9,8,10,2,6,4,1,12,0,13,3,11,15,5
covtype,10,20,50000,1.7,4.7832,1.5948,1.2309,0.1554,0.037465146,0.018403198,0.627,0.233,0.023,0.0166,1.6,1.5930000000000002,0.0373,0.0183,13,14,3,7,11,10,9,4,8,15,2,1,12,6,0,5
covtype,100,20,50000,1.7,4.7832,1.5948,1.2309,0.1554,0.037465146,0.018403198,0.627,0.233,0.023,0.0166,1.6,1.5930000000000002,0.0373,0.0183,7,14,10,9,8,12,3,6,2,11,4,13,1,0,15,5
covtype,1000,20,50000,1.7,4.7832,1.5948,1.2309,0.1554,0.037465146,0.018403198,0.627,0.233,0.023,0.0166,1.6,1.5930000000000002,0.0373,0.0183,14,7,10,9,8,12,2,6,4,11,13,1,0,15,3,5
covtype,10,20,100000,1.6363636000000001,4.8243,1.6083,1.208,0.1361,0.031901985,0.013514993000000001,0.6218,0.23199999999999998,0.0196,0.0131,1.6363636000000001,1.6152,0.0318,0.0133,13,14,9,10,2,11,3,15,8,7,1,4,12,0,6,5
covtype,100,20,100000,1.6363636000000001,4.8243,1.6083,1.208,0.1361,0.031901985,0.013514993000000001,0.6218,0.23199999999999998,0.0196,0.0131,1.6363636000000001,1.6152,0.0318,0.0133,7,14,10,9,8,3,12,2,6,4,11,13,1,0,15,5
covtype,1000,20,100000,1.6363636000000001,4.8243,1.6083,1.208,0.1361,0.031901985,0.013514993000000001,0.6218,0.23199999999999998,0.0196,0.0131,1.6363636000000001,1.6152,0.0318,0.0133,7,14,9,10,8,12,2,6,4,1,11,0,13,15,3,5
covtype,10,20,500000,1.6428572,4.47486,1.4917,1.1462,0.1433,0.021153526000000002,0.007061541,0.6704,0.3135,0.0119,0.0077,1.5714285,1.5009,0.0212,0.0072,14,13,3,2,15,1,9,4,10,11,7,8,12,0,6,5
covtype,100,20,500000,1.6428572,4.47486,1.4917,1.1462,0.1433,0.021153526000000002,0.007061541,0.6704,0.3135,0.0119,0.0077,1.5714285,1.5009,0.0212,0.0072,7,9,10,14,8,3,12,2,6,4,1,13,11,0,15,5
covtype,1000,20,500000,1.6428572,4.47486,1.4917,1.1462,0.1433,0.021153526000000002,0.007061541,0.6704,0.3135,0.0119,0.0077,1.5714285,1.5009,0.0212,0.0072,14,7,10,9,8,12,6,2,13,11,4,0,1,15,3,5
covtype,10,30,1000,1.6,4.62,1.56,1.1962,0.18600000000000003,0.15551246400000002,0.053103158,0.6409999999999999,0.2204,0.095,0.0472,1.8,1.59,0.1498,0.0586,14,2,3,4,10,9,7,8,11,6,12,1,13,0,15,5
covtype,100,30,1000,1.6,4.62,1.56,1.1962,0.18600000000000003,0.15551246400000002,0.053103158,0.6409999999999999,0.2204,0.095,0.0472,1.8,1.59,0.1498,0.0586,14,7,3,8,9,6,2,4,1,13,11,15,0,12,10,5
covtype,1000,30,1000,1.6,4.62,1.56,1.1962,0.18600000000000003,0.15551246400000002,0.053103158,0.6409999999999999,0.2204,0.095,0.0472,1.8,1.59,0.1498,0.0586,6,10,8,7,9,14,13,2,4,5,0,1,3,15,12,11
covtype,10,30,5000,2.0,4.614,1.5419999999999998,1.3841,0.3207,0.054626572000000005,0.030858588,0.6485,0.2565,0.0303,0.0247,2.2857144,1.548,0.0546,0.0294,2,3,1,7,9,8,10,11,14,4,15,0,12,6,13,5
covtype,100,30,5000,2.0,4.614,1.5419999999999998,1.3841,0.3207,0.054626572000000005,0.030858588,0.6485,0.2565,0.0303,0.0247,2.2857144,1.548,0.0546,0.0294,14,7,9,8,3,10,2,6,12,4,1,11,13,15,0,5
covtype,1000,30,5000,2.0,4.614,1.5419999999999998,1.3841,0.3207,0.054626572000000005,0.030858588,0.6485,0.2565,0.0303,0.0247,2.2857144,1.548,0.0546,0.0294,14,7,9,8,6,10,2,4,1,13,3,15,0,12,11,5
covtype,10,30,10000,1.875,4.485,1.4969999999999999,1.3432,0.2779,0.048658735999999994,0.023428802999999998,0.6679999999999999,0.2834,0.0262,0.0214,2.0,1.5419999999999998,0.048,0.0232,3,14,2,1,4,10,0,11,7,8,6,9,12,13,15,5
covtype,100,30,10000,1.875,4.485,1.4969999999999999,1.3432,0.2779,0.048658735999999994,0.023428802999999998,0.6679999999999999,0.2834,0.0262,0.0214,2.0,1.5419999999999998,0.048,0.0232,14,7,9,8,10,3,2,12,6,4,11,1,13,15,0,5
covtype,1000,30,10000,1.875,4.485,1.4969999999999999,1.3432,0.2779,0.048658735999999994,0.023428802999999998,0.6679999999999999,0.2834,0.0262,0.0214,2.0,1.5419999999999998,0.048,0.0232,7,9,14,8,10,2,6,4,1,12,13,3,0,15,11,5
covtype,10,30,50000,1.7,4.8264,1.6092,1.2334,0.157,0.03728476,0.0177942,0.6214,0.2327,0.0234,0.017,1.7,1.5972,0.0373,0.0175,14,13,9,15,7,10,8,11,2,12,4,3,1,6,0,5
covtype,100,30,50000,1.7,4.8264,1.6092,1.2334,0.157,0.03728476,0.0177942,0.6214,0.2327,0.0234,0.017,1.7,1.5972,0.0373,0.0175,14,7,9,10,8,3,2,12,4,6,11,1,13,0,15,5
covtype,1000,30,50000,1.7,4.8264,1.6092,1.2334,0.157,0.03728476,0.0177942,0.6214,0.2327,0.0234,0.017,1.7,1.5972,0.0373,0.0175,7,14,10,9,8,2,12,1,4,11,6,13,0,3,15,5
covtype,10,30,100000,1.6363636000000001,4.7928,1.5978,1.2055,0.1354,0.032183977,0.013637578000000001,0.6259,0.2299,0.0198,0.0129,1.6363636000000001,1.6218,0.0317,0.0134,14,13,15,2,9,3,8,7,10,1,4,11,12,0,6,5
covtype,100,30,100000,1.6363636000000001,4.7928,1.5978,1.2055,0.1354,0.032183977,0.013637578000000001,0.6259,0.2299,0.0198,0.0129,1.6363636000000001,1.6218,0.0317,0.0134,10,7,9,14,8,3,12,2,4,6,11,1,13,0,15,5
covtype,1000,30,100000,1.6363636000000001,4.7928,1.5978,1.2055,0.1354,0.032183977,0.013637578000000001,0.6259,0.2299,0.0198,0.0129,1.6363636000000001,1.6218,0.0317,0.0134,7,10,9,14,8,2,12,1,4,6,11,0,13,3,15,5
covtype,10,30,500000,1.6428572,4.49718,1.4991,1.1458,0.1419,0.021136527000000002,0.007057924,0.6671,0.3059,0.0119,0.0077,1.5714285,1.494,0.0212,0.0071,14,13,15,2,3,7,9,10,11,8,4,1,12,0,6,5
covtype,100,30,500000,1.6428572,4.49718,1.4991,1.1458,0.1419,0.021136527000000002,0.007057924,0.6671,0.3059,0.0119,0.0077,1.5714285,1.494,0.0212,0.0071,7,10,9,8,14,3,12,2,4,11,6,1,13,0,15,5
covtype,1000,30,500000,1.6428572,4.49718,1.4991,1.1458,0.1419,0.021136527000000002,0.007057924,0.6671,0.3059,0.0119,0.0077,1.5714285,1.494,0.0212,0.0071,10,14,7,9,8,12,2,6,4,1,11,0,13,3,15,5
covtype,10,40,1000,1.8,4.8,1.62,1.2259,0.2374,0.141989158,0.046369097000000005,0.6173,0.2104,0.0957,0.0488,1.6,1.62,0.1525,0.0473,3,2,14,4,1,7,6,9,8,10,11,12,0,13,15,5
covtype,100,40,1000,1.8,4.8,1.62,1.2259,0.2374,0.141989158,0.046369097000000005,0.6173,0.2104,0.0957,0.0488,1.6,1.62,0.1525,0.0473,8,14,7,3,9,2,6,4,1,13,10,11,15,0,12,5
covtype,1000,40,1000,1.8,4.8,1.62,1.2259,0.2374,0.141989158,0.046369097000000005,0.6173,0.2104,0.0957,0.0488,1.6,1.62,0.1525,0.0473,6,7,9,13,14,10,15,8,2,4,5,0,3,1,12,11
covtype,10,40,5000,2.0,4.776,1.5959999999999999,1.4211,0.3385,0.052948704000000006,0.029855262,0.6266,0.2891,0.0308,0.0279,2.0,1.5419999999999998,0.0549,0.0316,2,4,3,1,14,10,9,11,7,8,12,0,6,13,15,5
covtype,100,40,5000,2.0,4.776,1.5959999999999999,1.4211,0.3385,0.052948704000000006,0.029855262,0.6266,0.2891,0.0308,0.0279,2.0,1.5419999999999998,0.0549,0.0316,7,9,14,8,3,2,10,4,1,12,6,11,0,13,15,5
covtype,1000,40,5000,2.0,4.776,1.5959999999999999,1.4211,0.3385,0.052948704000000006,0.029855262,0.6266,0.2891,0.0308,0.0279,2.0,1.5419999999999998,0.0549,0.0316,14,7,9,8,10,6,2,4,1,3,13,15,0,12,11,5
covtype,10,40,10000,1.875,4.53,1.5119999999999998,1.3549,0.2849,0.048394898,0.023065187,0.6614,0.2369,0.0257,0.0198,1.875,1.515,0.0479,0.0228,14,2,4,9,1,7,11,10,8,3,12,6,0,13,15,5
covtype,100,40,10000,1.875,4.53,1.5119999999999998,1.3549,0.2849,0.048394898,0.023065187,0.6614,0.2369,0.0257,0.0198,1.875,1.515,0.0479,0.0228,14,7,9,8,10,3,2,12,4,11,1,6,13,15,0,5
covtype,1000,40,10000,1.875,4.53,1.5119999999999998,1.3549,0.2849,0.048394898,0.023065187,0.6614,0.2369,0.0257,0.0198,1.875,1.515,0.0479,0.0228,14,7,9,8,10,2,4,6,1,12,3,13,15,0,11,5
covtype,10,40,50000,1.7,4.7616,1.5876,1.235,0.1582,0.037509989,0.01844022,0.6299,0.2329,0.023,0.0163,1.7,1.6086,0.0369,0.018000000000000002,14,13,15,2,4,1,11,9,10,7,8,3,12,6,0,5
covtype,100,40,50000,1.7,4.7616,1.5876,1.235,0.1582,0.037509989,0.01844022,0.6299,0.2329,0.023,0.0163,1.7,1.6086,0.0369,0.018000000000000002,14,7,9,10,8,3,12,2,4,1,11,6,13,15,0,5
covtype,1000,40,50000,1.7,4.7616,1.5876,1.235,0.1582,0.037509989,0.01844022,0.6299,0.2329,0.023,0.0163,1.7,1.6086,0.0369,0.018000000000000002,7,9,14,10,8,2,12,4,1,11,6,3,13,0,15,5
covtype,10,40,100000,1.5454545,4.8189,1.6065,1.2061,0.1338,0.031997500000000005,0.013498187,0.6225,0.23199999999999998,0.0197,0.0134,1.7272726999999999,1.6041,0.0318,0.0132,14,13,15,2,9,10,1,11,4,8,7,3,12,0,6,5
covtype,100,40,100000,1.5454545,4.8189,1.6065,1.2061,0.1338,0.031997500000000005,0.013498187,0.6225,0.23199999999999998,0.0197,0.0134,1.7272726999999999,1.6041,0.0318,0.0132,14,9,7,10,8,3,12,2,4,11,1,6,13,15,0,5
covtype,1000,40,100000,1.5454545,4.8189,1.6065,1.2061,0.1338,0.031997500000000005,0.013498187,0.6225,0.23199999999999998,0.0197,0.0134,1.7272726999999999,1.6041,0.0318,0.0132,7,14,9,10,8,12,2,4,11,1,6,13,3,0,15,5
covtype,10,40,500000,1.6428572,4.44336,1.4812,1.1487,0.1445,0.021222142000000003,0.007172281,0.6751,0.3186,0.0119,0.0077,1.7142857,1.479,0.0212,0.0071,14,13,15,3,2,9,4,7,10,11,1,8,12,0,6,5
covtype,100,40,500000,1.6428572,4.44336,1.4812,1.1487,0.1445,0.021222142000000003,0.007172281,0.6751,0.3186,0.0119,0.0077,1.7142857,1.479,0.0212,0.0071,14,7,10,9,8,12,3,2,4,11,1,6,13,15,0,5
covtype,1000,40,500000,1.6428572,4.44336,1.4812,1.1487,0.1445,0.021222142000000003,0.007172281,0.6751,0.3186,0.0119,0.0077,1.7142857,1.479,0.0212,0.0071,10,7,9,14,8,12,2,4,1,11,6,3,13,0,15,5
covtype,10,50,1000,1.8,4.62,1.56,1.2115,0.2163,0.148439329,0.054290198,0.6409999999999999,0.2263,0.095,0.0516,1.8,1.62,0.151,0.0577,14,2,4,9,1,7,10,3,11,8,12,6,0,13,15,5
covtype,100,50,1000,1.8,4.62,1.56,1.2115,0.2163,0.148439329,0.054290198,0.6409999999999999,0.2263,0.095,0.0516,1.8,1.62,0.151,0.0577,3,7,14,9,8,2,4,6,1,11,0,13,15,10,12,5
covtype,1000,50,1000,1.8,4.62,1.56,1.2115,0.2163,0.148439329,0.054290198,0.6409999999999999,0.2263,0.095,0.0516,1.8,1.62,0.151,0.0577,6,10,9,13,7,8,15,14,2,4,5,3,1,0,12,11
covtype,10,50,5000,1.8571428,4.812,1.608,1.3582,0.2882,0.052481637000000005,0.02863074,0.6219,0.2287,0.0307,0.0261,1.8571428,1.548,0.0532,0.0291,14,2,9,10,3,8,4,7,1,11,12,6,0,13,15,5
covtype,100,50,5000,1.8571428,4.812,1.608,1.3582,0.2882,0.052481637000000005,0.02863074,0.6219,0.2287,0.0307,0.0261,1.8571428,1.548,0.0532,0.0291,14,7,9,8,3,2,10,4,12,1,11,6,15,13,0,5
covtype,1000,50,5000,1.8571428,4.812,1.608,1.3582,0.2882,0.052481637000000005,0.02863074,0.6219,0.2287,0.0307,0.0261,1.8571428,1.548,0.0532,0.0291,14,7,9,8,2,10,6,4,1,3,15,13,12,11,0,5
covtype,10,50,10000,1.75,4.7010000000000005,1.569,1.3198,0.2423,0.046856552,0.023770731,0.6373,0.2175,0.026000000000000002,0.0203,2.125,1.4880000000000002,0.0487,0.0231,14,2,9,10,4,7,1,11,3,8,12,6,13,0,15,5
covtype,100,50,10000,1.75,4.7010000000000005,1.569,1.3198,0.2423,0.046856552,0.023770731,0.6373,0.2175,0.026000000000000002,0.0203,2.125,1.4880000000000002,0.0487,0.0231,7,14,9,8,10,3,2,12,4,11,6,1,15,13,0,5
covtype,1000,50,10000,1.75,4.7010000000000005,1.569,1.3198,0.2423,0.046856552,0.023770731,0.6373,0.2175,0.026000000000000002,0.0203,2.125,1.4880000000000002,0.0487,0.0231,7,9,14,8,10,2,4,1,6,3,12,11,13,0,15,5
covtype,10,50,50000,1.7,4.8138,1.605,1.2332,0.1545,0.037377619,0.018117373,0.6231,0.2353,0.0232,0.0167,1.7,1.6116,0.0374,0.018000000000000002,14,13,2,15,9,4,1,7,10,11,8,3,12,6,0,5
covtype,100,50,50000,1.7,4.8138,1.605,1.2332,0.1545,0.037377619,0.018117373,0.6231,0.2353,0.0232,0.0167,1.7,1.6116,0.0374,0.018000000000000002,7,14,9,10,8,3,12,2,4,11,1,6,13,15,0,5
covtype,1000,50,50000,1.7,4.8138,1.605,1.2332,0.1545,0.037377619,0.018117373,0.6231,0.2353,0.0232,0.0167,1.7,1.6116,0.0374,0.018000000000000002,7,9,10,14,8,2,12,4,1,11,6,3,13,0,15,5
covtype,10,50,100000,1.6363636000000001,4.7973,1.5993,1.2098,0.1399,0.032206701000000004,0.013561686000000002,0.6253,0.23199999999999998,0.0196,0.0131,1.6363636000000001,1.5951,0.0323,0.0134,14,13,9,15,10,2,11,8,4,12,1,7,3,6,0,5
covtype,100,50,100000,1.6363636000000001,4.7973,1.5993,1.2098,0.1399,0.032206701000000004,0.013561686000000002,0.6253,0.23199999999999998,0.0196,0.0131,1.6363636000000001,1.5951,0.0323,0.0134,14,9,7,10,8,3,12,2,4,11,1,6,13,15,0,5
covtype,1000,50,100000,1.6363636000000001,4.7973,1.5993,1.2098,0.1399,0.032206701000000004,0.013561686000000002,0.6253,0.23199999999999998,0.0196,0.0131,1.6363636000000001,1.5951,0.0323,0.0134,7,9,14,10,8,12,2,4,1,11,6,3,13,0,15,5
covtype,10,50,500000,1.6428572,4.47558,1.4919,1.1459,0.1431,0.021174647,0.007117735,0.6703,0.3139,0.0119,0.0078,1.6428572,1.4976,0.0212,0.0071,14,13,2,15,4,9,7,10,3,11,8,1,12,0,6,5
covtype,100,50,500000,1.6428572,4.47558,1.4919,1.1459,0.1431,0.021174647,0.007117735,0.6703,0.3139,0.0119,0.0078,1.6428572,1.4976,0.0212,0.0071,7,9,10,14,8,12,3,2,4,11,1,6,13,15,0,5
covtype,1000,50,500000,1.6428572,4.47558,1.4919,1.1459,0.1431,0.021174647,0.007117735,0.6703,0.3139,0.0119,0.0078,1.6428572,1.4976,0.0212,0.0071,7,9,10,14,8,12,2,4,11,1,6,3,13,0,15,5
euro,10,2,169300,2.0,2.01760189,0.6727,1.4361,0.198,0.002957935,0.012919854,1.4867,1.9999,0.002,0.011000000000000001,1.9166666,0.6716,0.0029318,0.01278554,13,7,10,0,3,2,9,8,4,1,12,6,11,14,15,5
euro,100,2,169300,2.0,2.01760189,0.6727,1.4361,0.198,0.002957935,0.012919854,1.4867,1.9999,0.002,0.011000000000000001,1.9166666,0.6716,0.0029318,0.01278554,14,10,8,13,7,9,6,12,2,15,0,4,11,3,1,5
euro,1000,2,169300,2.0,2.01760189,0.6727,1.4361,0.198,0.002957935,0.012919854,1.4867,1.9999,0.002,0.011000000000000001,1.9166666,0.6716,0.0029318,0.01278554,7,10,14,9,8,6,13,12,2,0,4,11,15,1,5,3
euro,10,2,1000,2.2,4.35,1.47,1.5265,0.4421,0.082563352,0.10680362800000001,0.6803,0.3337,0.0533,0.0764,2.0,1.53,0.07673395,0.10508113,0,3,6,13,5,2,14,7,1,4,10,8,9,11,12,15
euro,100,2,1000,2.2,4.35,1.47,1.5265,0.4421,0.082563352,0.10680362800000001,0.6803,0.3337,0.0533,0.0764,2.0,1.53,0.07673395,0.10508113,6,13,0,3,15,5,14,7,8,12,9,10,2,4,1,11
euro,1000,2,1000,2.2,4.35,1.47,1.5265,0.4421,0.082563352,0.10680362800000001,0.6803,0.3337,0.0533,0.0764,2.0,1.53,0.07673395,0.10508113,6,10,7,14,13,8,15,9,5,0,4,12,11,3,2,1
euro,10,2,10000,2.125,3.216,1.074,1.537,0.3049,0.011935788000000001,0.019299471999999998,0.9311,0.8382,0.011000000000000001,0.0426,2.125,1.083,0.01214665,0.02409657,13,0,14,3,7,6,10,8,11,9,15,2,4,12,1,5
euro,100,2,10000,2.125,3.216,1.074,1.537,0.3049,0.011935788000000001,0.019299471999999998,0.9311,0.8382,0.011000000000000001,0.0426,2.125,1.083,0.01214665,0.02409657,14,10,7,6,9,8,13,12,0,2,3,11,4,15,1,5
euro,1000,2,10000,2.125,3.216,1.074,1.537,0.3049,0.011935788000000001,0.019299471999999998,0.9311,0.8382,0.011000000000000001,0.0426,2.125,1.083,0.01214665,0.02409657,6,7,14,10,9,8,13,0,2,12,4,1,11,15,5,3
euro,10,2,100000,2.0,1.8129,0.6045,1.4856,0.2266,0.003725183,0.015901675,1.6543,2.5635,0.0026,0.0121,2.090909,0.5973,0.00386282,0.01619219,13,14,15,0,10,2,11,3,7,1,4,8,9,12,6,5
euro,100,2,100000,2.0,1.8129,0.6045,1.4856,0.2266,0.003725183,0.015901675,1.6543,2.5635,0.0026,0.0121,2.090909,0.5973,0.00386282,0.01619219,14,13,7,10,12,8,15,6,9,2,0,4,11,1,3,5
euro,1000,2,100000,2.0,1.8129,0.6045,1.4856,0.2266,0.003725183,0.015901675,1.6543,2.5635,0.0026,0.0121,2.090909,0.5973,0.00386282,0.01619219,14,7,10,9,6,8,12,13,0,2,4,15,11,1,5,3
KeggDirected,10,2,1000,2.2,3.63,1.23,1.5659,0.4415,0.01744556,0.041206261,0.813,0.861,0.0265,0.1139,2.2,1.23,0.0169,0.040999999999999995,9,10,8,14,7,4,2,11,13,12,3,15,5,0,6,1
KeggDirected,100,2,1000,2.2,3.63,1.23,1.5659,0.4415,0.01744556,0.041206261,0.813,0.861,0.0265,0.1139,2.2,1.23,0.0169,0.040999999999999995,6,3,13,8,14,9,7,10,0,12,5,2,4,1,11,15
KeggDirected,1000,2,1000,2.2,3.63,1.23,1.5659,0.4415,0.01744556,0.041206261,0.813,0.861,0.0265,0.1139,2.2,1.23,0.0169,0.040999999999999995,14,10,6,7,15,8,9,5,13,0,12,4,3,11,2,1
KeggDirected,10,2,5000,2.142857,3.174,1.002,1.4842,0.3211,0.008157041,0.024822695,0.998,1.4474,0.009000000000000001,0.0545,2.142857,1.044,0.0078,0.0235,14,15,2,7,6,1,10,9,4,8,11,13,3,12,5,0
KeggDirected,100,2,5000,2.142857,3.174,1.002,1.4842,0.3211,0.008157041,0.024822695,0.998,1.4474,0.009000000000000001,0.0545,2.142857,1.044,0.0078,0.0235,14,13,6,9,7,8,10,2,12,15,4,3,11,1,5,0
KeggDirected,1000,2,5000,2.142857,3.174,1.002,1.4842,0.3211,0.008157041,0.024822695,0.998,1.4474,0.009000000000000001,0.0545,2.142857,1.044,0.0078,0.0235,6,14,10,7,8,15,9,13,2,4,5,1,12,0,11,3
KeggDirected,10,2,10000,2.0,2.853,0.885,1.3877,0.2814,0.005527018000000001,0.013106197,1.1299,2.136,0.0052,0.015,2.0,0.9,0.0053,0.0131,13,14,15,2,1,11,3,7,10,4,8,12,9,0,6,5
KeggDirected,100,2,10000,2.0,2.853,0.885,1.3877,0.2814,0.005527018000000001,0.013106197,1.1299,2.136,0.0052,0.015,2.0,0.9,0.0053,0.0131,14,7,15,13,9,8,10,6,12,2,3,11,1,4,0,5
KeggDirected,1000,2,10000,2.0,2.853,0.885,1.3877,0.2814,0.005527018000000001,0.013106197,1.1299,2.136,0.0052,0.015,2.0,0.9,0.0053,0.0131,14,6,7,10,8,9,15,13,2,4,12,1,0,11,5,3
KeggDirected,10,2,50000,1.7,2.0928,0.5784,1.2841,0.2205,0.00287036,0.006640986,1.7289,6.0912,0.0028,0.0076,1.7,0.5694,0.0029,0.0068,13,15,14,2,7,11,10,3,9,4,8,1,6,12,0,5
KeggDirected,100,2,50000,1.7,2.0928,0.5784,1.2841,0.2205,0.00287036,0.006640986,1.7289,6.0912,0.0028,0.0076,1.7,0.5694,0.0029,0.0068,14,13,15,10,7,9,8,12,2,6,3,4,11,1,0,5
KeggDirected,1000,2,50000,1.7,2.0928,0.5784,1.2841,0.2205,0.00287036,0.006640986,1.7289,6.0912,0.0028,0.0076,1.7,0.5694,0.0029,0.0068,14,10,7,9,8,6,15,12,2,13,4,11,1,0,5,3
KeggDirected,10,10,1000,2.6,3.45,1.17,1.7026,0.5508,0.022364622999999997,0.05394605400000001,0.8547,0.6137,0.032,0.1185,2.2,1.14,0.0229,0.0542,2,1,4,7,8,3,6,0,14,9,11,12,13,10,5,15
KeggDirected,100,10,1000,2.6,3.45,1.17,1.7026,0.5508,0.022364622999999997,0.05394605400000001,0.8547,0.6137,0.032,0.1185,2.2,1.14,0.0229,0.0542,14,6,15,7,13,9,8,2,3,11,12,4,0,1,10,5
KeggDirected,1000,10,1000,2.6,3.45,1.17,1.7026,0.5508,0.022364622999999997,0.05394605400000001,0.8547,0.6137,0.032,0.1185,2.2,1.14,0.0229,0.0542,6,14,10,7,15,9,8,13,2,4,0,5,1,3,12,11
KeggDirected,10,10,5000,2.7142856,3.042,1.014,1.5968,0.4171,0.008998411,0.022786052,0.9862,2.3887,0.0066,0.0243,2.2857144,1.008,0.009000000000000001,0.0228,1,7,2,4,10,9,0,14,8,13,11,3,12,15,6,5
KeggDirected,100,10,5000,2.7142856,3.042,1.014,1.5968,0.4171,0.008998411,0.022786052,0.9862,2.3887,0.0066,0.0243,2.2857144,1.008,0.009000000000000001,0.0228,14,7,9,8,10,12,2,15,6,13,3,4,11,1,0,5
KeggDirected,1000,10,5000,2.7142856,3.042,1.014,1.5968,0.4171,0.008998411,0.022786052,0.9862,2.3887,0.0066,0.0243,2.2857144,1.008,0.009000000000000001,0.0228,14,6,7,9,8,10,2,13,15,4,1,0,12,11,5,3
KeggDirected,10,10,10000,2.625,2.94,0.972,1.5015,0.3579,0.006540555,0.015438526000000001,1.0288,2.0734,0.0047,0.0181,2.625,0.963,0.0067,0.0142,14,13,15,2,10,1,11,8,4,7,9,0,12,3,6,5
