dataset,k,dimension,trajectoryNumber,heightnew,nodecounts,leafnodes,depthmean,depthsd,radiusmean,radiussd,pointsmean,pointssd,disfathermean,disfathersd,fastest,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,slowest
covtype,800,30,100000,1.5454545,4.8144,1.605,1.212,0.139,0.03208382,0.013622123,0.6231,0.2301,0.0198,0.0137,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,1000,30,100000,1.5454545,4.8144,1.605,1.212,0.139,0.03208382,0.013622123,0.6231,0.2301,0.0198,0.0137,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,10,30,500000,1.6428572,4.46136,1.4872,1.146,0.1434,0.021231251,0.007125683000000001,0.6724,0.3083,0.0119,0.0077,14,13,15,2,10,3,7,6,0,1,4,5,8,9,11,12
covtype,50,30,500000,1.6428572,4.46136,1.4872,1.146,0.1434,0.021231251,0.007125683000000001,0.6724,0.3083,0.0119,0.0077,10,7,3,2,13,6,0,1,4,5,8,9,11,12,14,15
covtype,100,30,500000,1.6428572,4.46136,1.4872,1.146,0.1434,0.021231251,0.007125683000000001,0.6724,0.3083,0.0119,0.0077,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,200,30,500000,1.6428572,4.46136,1.4872,1.146,0.1434,0.021231251,0.007125683000000001,0.6724,0.3083,0.0119,0.0077,10,7,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,400,30,500000,1.6428572,4.46136,1.4872,1.146,0.1434,0.021231251,0.007125683000000001,0.6724,0.3083,0.0119,0.0077,7,10,2,6,3,13,0,1,4,5,8,9,11,12,14,15
covtype,600,30,500000,1.6428572,4.46136,1.4872,1.146,0.1434,0.021231251,0.007125683000000001,0.6724,0.3083,0.0119,0.0077,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,800,30,500000,1.6428572,4.46136,1.4872,1.146,0.1434,0.021231251,0.007125683000000001,0.6724,0.3083,0.0119,0.0077,10,7,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,1000,30,500000,1.6428572,4.46136,1.4872,1.146,0.1434,0.021231251,0.007125683000000001,0.6724,0.3083,0.0119,0.0077,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,10,40,1000,1.6,4.44,1.5,1.1840000000000002,0.1826,0.155132747,0.059426723,0.6667,0.2176,0.0942,0.0432,10,2,14,7,3,6,13,15,0,1,4,5,8,9,11,12
covtype,50,40,1000,1.6,4.44,1.5,1.1840000000000002,0.1826,0.155132747,0.059426723,0.6667,0.2176,0.0942,0.0432,7,3,2,6,13,10,0,1,4,5,8,9,11,12,14,15
covtype,100,40,1000,1.6,4.44,1.5,1.1840000000000002,0.1826,0.155132747,0.059426723,0.6667,0.2176,0.0942,0.0432,3,2,7,6,13,10,0,1,4,5,8,9,11,12,14,15
covtype,200,40,1000,1.6,4.44,1.5,1.1840000000000002,0.1826,0.155132747,0.059426723,0.6667,0.2176,0.0942,0.0432,7,3,2,6,13,10,0,1,4,5,8,9,11,12,14,15
covtype,400,40,1000,1.6,4.44,1.5,1.1840000000000002,0.1826,0.155132747,0.059426723,0.6667,0.2176,0.0942,0.0432,6,7,3,2,10,13,0,1,4,5,8,9,11,12,14,15
covtype,600,40,1000,1.6,4.44,1.5,1.1840000000000002,0.1826,0.155132747,0.059426723,0.6667,0.2176,0.0942,0.0432,6,7,10,14,3,2,13,15,0,1,4,5,8,9,11,12
covtype,800,40,1000,1.6,4.44,1.5,1.1840000000000002,0.1826,0.155132747,0.059426723,0.6667,0.2176,0.0942,0.0432,6,10,7,14,3,2,15,13,0,1,4,5,8,9,11,12
covtype,1000,40,1000,1.6,4.44,1.5,1.1840000000000002,0.1826,0.155132747,0.059426723,0.6667,0.2176,0.0942,0.0432,6,10,7,15,13,14,2,3,0,1,4,5,8,9,11,12
covtype,10,40,5000,1.8571428,4.704,1.5719999999999998,1.3506,0.2858,0.053193992999999995,0.028433514,0.6361,0.2268,0.031,0.0262,14,2,3,7,10,6,15,13,0,1,4,5,8,9,11,12
covtype,50,40,5000,1.8571428,4.704,1.5719999999999998,1.3506,0.2858,0.053193992999999995,0.028433514,0.6361,0.2268,0.031,0.0262,7,2,10,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,100,40,5000,1.8571428,4.704,1.5719999999999998,1.3506,0.2858,0.053193992999999995,0.028433514,0.6361,0.2268,0.031,0.0262,7,2,10,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,200,40,5000,1.8571428,4.704,1.5719999999999998,1.3506,0.2858,0.053193992999999995,0.028433514,0.6361,0.2268,0.031,0.0262,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,400,40,5000,1.8571428,4.704,1.5719999999999998,1.3506,0.2858,0.053193992999999995,0.028433514,0.6361,0.2268,0.031,0.0262,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,600,40,5000,1.8571428,4.704,1.5719999999999998,1.3506,0.2858,0.053193992999999995,0.028433514,0.6361,0.2268,0.031,0.0262,7,10,2,6,3,13,0,1,4,5,8,9,11,12,14,15
covtype,800,40,5000,1.8571428,4.704,1.5719999999999998,1.3506,0.2858,0.053193992999999995,0.028433514,0.6361,0.2268,0.031,0.0262,7,10,2,6,3,13,0,1,4,5,8,9,11,12,14,15
covtype,1000,40,5000,1.8571428,4.704,1.5719999999999998,1.3506,0.2858,0.053193992999999995,0.028433514,0.6361,0.2268,0.031,0.0262,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,10,40,10000,1.875,4.521,1.5090000000000001,1.3387,0.2717,0.048041392,0.02239801,0.6627,0.2727,0.0266,0.0211,2,7,10,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,50,40,10000,1.875,4.521,1.5090000000000001,1.3387,0.2717,0.048041392,0.02239801,0.6627,0.2727,0.0266,0.0211,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,100,40,10000,1.875,4.521,1.5090000000000001,1.3387,0.2717,0.048041392,0.02239801,0.6627,0.2727,0.0266,0.0211,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,200,40,10000,1.875,4.521,1.5090000000000001,1.3387,0.2717,0.048041392,0.02239801,0.6627,0.2727,0.0266,0.0211,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,400,40,10000,1.875,4.521,1.5090000000000001,1.3387,0.2717,0.048041392,0.02239801,0.6627,0.2727,0.0266,0.0211,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,600,40,10000,1.875,4.521,1.5090000000000001,1.3387,0.2717,0.048041392,0.02239801,0.6627,0.2727,0.0266,0.0211,7,10,2,6,3,13,0,1,4,5,8,9,11,12,14,15
covtype,800,40,10000,1.875,4.521,1.5090000000000001,1.3387,0.2717,0.048041392,0.02239801,0.6627,0.2727,0.0266,0.0211,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,1000,40,10000,1.875,4.521,1.5090000000000001,1.3387,0.2717,0.048041392,0.02239801,0.6627,0.2727,0.0266,0.0211,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,10,40,50000,1.7,4.8389999999999995,1.6134,1.2475,0.1676,0.037315948,0.01785329,0.6198,0.2316,0.0232,0.0167,14,13,15,2,10,7,3,6,0,1,4,5,8,9,11,12
covtype,50,40,50000,1.7,4.8389999999999995,1.6134,1.2475,0.1676,0.037315948,0.01785329,0.6198,0.2316,0.0232,0.0167,7,10,3,2,6,13,0,1,4,5,8,9,11,12,14,15
covtype,100,40,50000,1.7,4.8389999999999995,1.6134,1.2475,0.1676,0.037315948,0.01785329,0.6198,0.2316,0.0232,0.0167,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,200,40,50000,1.7,4.8389999999999995,1.6134,1.2475,0.1676,0.037315948,0.01785329,0.6198,0.2316,0.0232,0.0167,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,400,40,50000,1.7,4.8389999999999995,1.6134,1.2475,0.1676,0.037315948,0.01785329,0.6198,0.2316,0.0232,0.0167,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,600,40,50000,1.7,4.8389999999999995,1.6134,1.2475,0.1676,0.037315948,0.01785329,0.6198,0.2316,0.0232,0.0167,7,10,2,6,3,13,0,1,4,5,8,9,11,12,14,15
covtype,800,40,50000,1.7,4.8389999999999995,1.6134,1.2475,0.1676,0.037315948,0.01785329,0.6198,0.2316,0.0232,0.0167,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,1000,40,50000,1.7,4.8389999999999995,1.6134,1.2475,0.1676,0.037315948,0.01785329,0.6198,0.2316,0.0232,0.0167,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,10,40,100000,1.6363636000000001,4.8171,1.6059,1.2071,0.1346,0.031983513,0.013439346000000001,0.6227,0.2325,0.0196,0.013000000000000001,14,13,15,2,3,7,10,6,0,1,4,5,8,9,11,12
covtype,50,40,100000,1.6363636000000001,4.8171,1.6059,1.2071,0.1346,0.031983513,0.013439346000000001,0.6227,0.2325,0.0196,0.013000000000000001,7,10,3,2,13,6,0,1,4,5,8,9,11,12,14,15
covtype,100,40,100000,1.6363636000000001,4.8171,1.6059,1.2071,0.1346,0.031983513,0.013439346000000001,0.6227,0.2325,0.0196,0.013000000000000001,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,200,40,100000,1.6363636000000001,4.8171,1.6059,1.2071,0.1346,0.031983513,0.013439346000000001,0.6227,0.2325,0.0196,0.013000000000000001,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,400,40,100000,1.6363636000000001,4.8171,1.6059,1.2071,0.1346,0.031983513,0.013439346000000001,0.6227,0.2325,0.0196,0.013000000000000001,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,600,40,100000,1.6363636000000001,4.8171,1.6059,1.2071,0.1346,0.031983513,0.013439346000000001,0.6227,0.2325,0.0196,0.013000000000000001,7,10,2,6,3,13,0,1,4,5,8,9,11,12,14,15
covtype,800,40,100000,1.6363636000000001,4.8171,1.6059,1.2071,0.1346,0.031983513,0.013439346000000001,0.6227,0.2325,0.0196,0.013000000000000001,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,1000,40,100000,1.6363636000000001,4.8171,1.6059,1.2071,0.1346,0.031983513,0.013439346000000001,0.6227,0.2325,0.0196,0.013000000000000001,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,10,40,500000,1.6428572,4.47288,1.4909999999999999,1.1463,0.1436,0.021224286000000002,0.007130101999999999,0.6707,0.3151,0.0118,0.0077,13,14,15,2,7,10,3,6,0,1,4,5,8,9,11,12
covtype,50,40,500000,1.6428572,4.47288,1.4909999999999999,1.1463,0.1436,0.021224286000000002,0.007130101999999999,0.6707,0.3151,0.0118,0.0077,7,10,3,2,13,6,0,1,4,5,8,9,11,12,14,15
covtype,100,40,500000,1.6428572,4.47288,1.4909999999999999,1.1463,0.1436,0.021224286000000002,0.007130101999999999,0.6707,0.3151,0.0118,0.0077,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,200,40,500000,1.6428572,4.47288,1.4909999999999999,1.1463,0.1436,0.021224286000000002,0.007130101999999999,0.6707,0.3151,0.0118,0.0077,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,400,40,500000,1.6428572,4.47288,1.4909999999999999,1.1463,0.1436,0.021224286000000002,0.007130101999999999,0.6707,0.3151,0.0118,0.0077,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,600,40,500000,1.6428572,4.47288,1.4909999999999999,1.1463,0.1436,0.021224286000000002,0.007130101999999999,0.6707,0.3151,0.0118,0.0077,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,800,40,500000,1.6428572,4.47288,1.4909999999999999,1.1463,0.1436,0.021224286000000002,0.007130101999999999,0.6707,0.3151,0.0118,0.0077,10,7,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,1000,40,500000,1.6428572,4.47288,1.4909999999999999,1.1463,0.1436,0.021224286000000002,0.007130101999999999,0.6707,0.3151,0.0118,0.0077,10,7,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,10,50,1000,1.6,4.62,1.56,1.1962,0.1775,0.153841527,0.05724487599999999,0.6409999999999999,0.2024,0.0938,0.0467,10,14,7,2,3,6,13,15,0,1,4,5,8,9,11,12
covtype,50,50,1000,1.6,4.62,1.56,1.1962,0.1775,0.153841527,0.05724487599999999,0.6409999999999999,0.2024,0.0938,0.0467,7,3,2,6,10,13,0,1,4,5,8,9,11,12,14,15
covtype,100,50,1000,1.6,4.62,1.56,1.1962,0.1775,0.153841527,0.05724487599999999,0.6409999999999999,0.2024,0.0938,0.0467,7,3,2,6,10,13,0,1,4,5,8,9,11,12,14,15
covtype,200,50,1000,1.6,4.62,1.56,1.1962,0.1775,0.153841527,0.05724487599999999,0.6409999999999999,0.2024,0.0938,0.0467,7,3,2,6,10,13,0,1,4,5,8,9,11,12,14,15
covtype,400,50,1000,1.6,4.62,1.56,1.1962,0.1775,0.153841527,0.05724487599999999,0.6409999999999999,0.2024,0.0938,0.0467,7,3,6,2,10,13,0,1,4,5,8,9,11,12,14,15
covtype,600,50,1000,1.6,4.62,1.56,1.1962,0.1775,0.153841527,0.05724487599999999,0.6409999999999999,0.2024,0.0938,0.0467,6,10,7,3,14,2,13,15,0,1,4,5,8,9,11,12
covtype,800,50,1000,1.6,4.62,1.56,1.1962,0.1775,0.153841527,0.05724487599999999,0.6409999999999999,0.2024,0.0938,0.0467,6,10,7,14,3,2,13,15,0,1,4,5,8,9,11,12
covtype,1000,50,1000,1.6,4.62,1.56,1.1962,0.1775,0.153841527,0.05724487599999999,0.6409999999999999,0.2024,0.0938,0.0467,6,10,7,13,15,14,2,3,0,1,4,5,8,9,11,12
covtype,10,50,5000,2.0,4.704,1.5719999999999998,1.3953,0.3215,0.05402880400000001,0.029734586,0.6361,0.2662,0.0315,0.0301,2,14,7,10,3,6,13,15,0,1,4,5,8,9,11,12
covtype,50,50,5000,2.0,4.704,1.5719999999999998,1.3953,0.3215,0.05402880400000001,0.029734586,0.6361,0.2662,0.0315,0.0301,7,2,10,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,100,50,5000,2.0,4.704,1.5719999999999998,1.3953,0.3215,0.05402880400000001,0.029734586,0.6361,0.2662,0.0315,0.0301,7,2,3,10,6,13,0,1,4,5,8,9,11,12,14,15
covtype,200,50,5000,2.0,4.704,1.5719999999999998,1.3953,0.3215,0.05402880400000001,0.029734586,0.6361,0.2662,0.0315,0.0301,7,2,10,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,400,50,5000,2.0,4.704,1.5719999999999998,1.3953,0.3215,0.05402880400000001,0.029734586,0.6361,0.2662,0.0315,0.0301,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,600,50,5000,2.0,4.704,1.5719999999999998,1.3953,0.3215,0.05402880400000001,0.029734586,0.6361,0.2662,0.0315,0.0301,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,800,50,5000,2.0,4.704,1.5719999999999998,1.3953,0.3215,0.05402880400000001,0.029734586,0.6361,0.2662,0.0315,0.0301,7,10,2,6,3,13,0,1,4,5,8,9,11,12,14,15
covtype,1000,50,5000,2.0,4.704,1.5719999999999998,1.3953,0.3215,0.05402880400000001,0.029734586,0.6361,0.2662,0.0315,0.0301,7,10,2,6,3,13,0,1,4,5,8,9,11,12,14,15
covtype,10,50,10000,2.0,4.602,1.536,1.3479,0.2801,0.047767592000000005,0.022590872999999997,0.6509999999999999,0.273,0.0265,0.0211,2,14,3,7,10,6,13,15,0,1,4,5,8,9,11,12
covtype,50,50,10000,2.0,4.602,1.536,1.3479,0.2801,0.047767592000000005,0.022590872999999997,0.6509999999999999,0.273,0.0265,0.0211,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,100,50,10000,2.0,4.602,1.536,1.3479,0.2801,0.047767592000000005,0.022590872999999997,0.6509999999999999,0.273,0.0265,0.0211,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,200,50,10000,2.0,4.602,1.536,1.3479,0.2801,0.047767592000000005,0.022590872999999997,0.6509999999999999,0.273,0.0265,0.0211,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,400,50,10000,2.0,4.602,1.536,1.3479,0.2801,0.047767592000000005,0.022590872999999997,0.6509999999999999,0.273,0.0265,0.0211,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,600,50,10000,2.0,4.602,1.536,1.3479,0.2801,0.047767592000000005,0.022590872999999997,0.6509999999999999,0.273,0.0265,0.0211,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,800,50,10000,2.0,4.602,1.536,1.3479,0.2801,0.047767592000000005,0.022590872999999997,0.6509999999999999,0.273,0.0265,0.0211,7,10,2,6,3,13,0,1,4,5,8,9,11,12,14,15
covtype,1000,50,10000,2.0,4.602,1.536,1.3479,0.2801,0.047767592000000005,0.022590872999999997,0.6509999999999999,0.273,0.0265,0.0211,7,10,2,6,3,13,0,1,4,5,8,9,11,12,14,15
covtype,10,50,50000,1.7,4.8156,1.6056,1.2327,0.155,0.037365183999999996,0.018060652,0.6228,0.2341,0.0228,0.0158,14,13,15,2,10,7,3,6,0,1,4,5,8,9,11,12
covtype,50,50,50000,1.7,4.8156,1.6056,1.2327,0.155,0.037365183999999996,0.018060652,0.6228,0.2341,0.0228,0.0158,7,10,3,2,6,13,0,1,4,5,8,9,11,12,14,15
covtype,100,50,50000,1.7,4.8156,1.6056,1.2327,0.155,0.037365183999999996,0.018060652,0.6228,0.2341,0.0228,0.0158,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,200,50,50000,1.7,4.8156,1.6056,1.2327,0.155,0.037365183999999996,0.018060652,0.6228,0.2341,0.0228,0.0158,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,400,50,50000,1.7,4.8156,1.6056,1.2327,0.155,0.037365183999999996,0.018060652,0.6228,0.2341,0.0228,0.0158,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,600,50,50000,1.7,4.8156,1.6056,1.2327,0.155,0.037365183999999996,0.018060652,0.6228,0.2341,0.0228,0.0158,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,800,50,50000,1.7,4.8156,1.6056,1.2327,0.155,0.037365183999999996,0.018060652,0.6228,0.2341,0.0228,0.0158,7,10,2,6,3,13,0,1,4,5,8,9,11,12,14,15
covtype,1000,50,50000,1.7,4.8156,1.6056,1.2327,0.155,0.037365183999999996,0.018060652,0.6228,0.2341,0.0228,0.0158,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,10,50,100000,1.6363636000000001,4.8,1.6002,1.2071,0.1369,0.032371568999999996,0.013551307,0.6249,0.2331,0.0197,0.0131,14,13,15,2,10,7,3,6,0,1,4,5,8,9,11,12
covtype,50,50,100000,1.6363636000000001,4.8,1.6002,1.2071,0.1369,0.032371568999999996,0.013551307,0.6249,0.2331,0.0197,0.0131,7,10,3,2,6,13,0,1,4,5,8,9,11,12,14,15
covtype,100,50,100000,1.6363636000000001,4.8,1.6002,1.2071,0.1369,0.032371568999999996,0.013551307,0.6249,0.2331,0.0197,0.0131,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,200,50,100000,1.6363636000000001,4.8,1.6002,1.2071,0.1369,0.032371568999999996,0.013551307,0.6249,0.2331,0.0197,0.0131,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,400,50,100000,1.6363636000000001,4.8,1.6002,1.2071,0.1369,0.032371568999999996,0.013551307,0.6249,0.2331,0.0197,0.0131,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,600,50,100000,1.6363636000000001,4.8,1.6002,1.2071,0.1369,0.032371568999999996,0.013551307,0.6249,0.2331,0.0197,0.0131,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,800,50,100000,1.6363636000000001,4.8,1.6002,1.2071,0.1369,0.032371568999999996,0.013551307,0.6249,0.2331,0.0197,0.0131,7,10,2,6,3,13,0,1,4,5,8,9,11,12,14,15
covtype,1000,50,100000,1.6363636000000001,4.8,1.6002,1.2071,0.1369,0.032371568999999996,0.013551307,0.6249,0.2331,0.0197,0.0131,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
covtype,10,50,500000,1.6428572,4.40412,1.4681,1.1464,0.1459,0.021261948,0.007149938000000001,0.6812,0.3614,0.0119,0.0076,14,13,15,2,10,7,3,6,0,1,4,5,8,9,11,12
covtype,50,50,500000,1.6428572,4.40412,1.4681,1.1464,0.1459,0.021261948,0.007149938000000001,0.6812,0.3614,0.0119,0.0076,7,10,2,3,13,6,0,1,4,5,8,9,11,12,14,15
covtype,100,50,500000,1.6428572,4.40412,1.4681,1.1464,0.1459,0.021261948,0.007149938000000001,0.6812,0.3614,0.0119,0.0076,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,200,50,500000,1.6428572,4.40412,1.4681,1.1464,0.1459,0.021261948,0.007149938000000001,0.6812,0.3614,0.0119,0.0076,10,7,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,400,50,500000,1.6428572,4.40412,1.4681,1.1464,0.1459,0.021261948,0.007149938000000001,0.6812,0.3614,0.0119,0.0076,7,10,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,600,50,500000,1.6428572,4.40412,1.4681,1.1464,0.1459,0.021261948,0.007149938000000001,0.6812,0.3614,0.0119,0.0076,10,7,2,3,6,13,0,1,4,5,8,9,11,12,14,15
covtype,800,50,500000,1.6428572,4.40412,1.4681,1.1464,0.1459,0.021261948,0.007149938000000001,0.6812,0.3614,0.0119,0.0076,7,10,2,6,3,13,0,1,4,5,8,9,11,12,14,15
covtype,1000,50,500000,1.6428572,4.40412,1.4681,1.1464,0.1459,0.021261948,0.007149938000000001,0.6812,0.3614,0.0119,0.0076,7,10,2,6,13,3,0,1,4,5,8,9,11,12,14,15
Skin,10,4,245057,2.0833333,2.520393215,0.8116,1.3169,0.2352,0.018015862,0.020802084,1.2321,3.6859,0.0152,0.0238,13,15,10,3,14,6,2,7,0,1,4,5,8,9,11,12
Skin,50,4,245057,2.0833333,2.520393215,0.8116,1.3169,0.2352,0.018015862,0.020802084,1.2321,3.6859,0.0152,0.0238,14,13,10,15,7,3,6,2,0,1,4,5,8,9,11,12
Skin,100,4,245057,2.0833333,2.520393215,0.8116,1.3169,0.2352,0.018015862,0.020802084,1.2321,3.6859,0.0152,0.0238,14,10,7,13,15,6,2,3,0,1,4,5,8,9,11,12
Skin,200,4,245057,2.0833333,2.520393215,0.8116,1.3169,0.2352,0.018015862,0.020802084,1.2321,3.6859,0.0152,0.0238,14,7,10,13,15,6,2,3,0,1,4,5,8,9,11,12
Skin,400,4,245057,2.0833333,2.520393215,0.8116,1.3169,0.2352,0.018015862,0.020802084,1.2321,3.6859,0.0152,0.0238,14,7,10,13,6,15,2,3,0,1,4,5,8,9,11,12
Skin,600,4,245057,2.0833333,2.520393215,0.8116,1.3169,0.2352,0.018015862,0.020802084,1.2321,3.6859,0.0152,0.0238,14,7,10,6,13,2,15,3,0,1,4,5,8,9,11,12
Skin,800,4,245057,2.0833333,2.520393215,0.8116,1.3169,0.2352,0.018015862,0.020802084,1.2321,3.6859,0.0152,0.0238,7,10,6,13,2,3,0,1,4,5,8,9,11,12,14,15
Skin,1000,4,245057,2.0833333,2.520393215,0.8116,1.3169,0.2352,0.018015862,0.020802084,1.2321,3.6859,0.0152,0.0238,7,10,6,13,2,3,0,1,4,5,8,9,11,12,14,15
Skin,10,2,1000,1.8,5.52,1.86,1.4,0.3273,0.014078868999999999,0.021429106,0.5376,0.3173,0.0171,0.0244,13,2,3,7,6,10,14,15,0,1,4,5,8,9,11,12
Skin,50,2,1000,1.8,5.52,1.86,1.4,0.3273,0.014078868999999999,0.021429106,0.5376,0.3173,0.0171,0.0244,3,6,7,10,2,13,0,1,4,5,8,9,11,12,14,15
Skin,100,2,1000,1.8,5.52,1.86,1.4,0.3273,0.014078868999999999,0.021429106,0.5376,0.3173,0.0171,0.0244,6,14,10,7,3,13,15,2,0,1,4,5,8,9,11,12
Skin,200,2,1000,1.8,5.52,1.86,1.4,0.3273,0.014078868999999999,0.021429106,0.5376,0.3173,0.0171,0.0244,6,7,14,10,15,13,3,2,0,1,4,5,8,9,11,12
Skin,400,2,1000,1.8,5.52,1.86,1.4,0.3273,0.014078868999999999,0.021429106,0.5376,0.3173,0.0171,0.0244,6,14,15,10,7,13,2,3,0,1,4,5,8,9,11,12
Skin,600,2,1000,1.8,5.52,1.86,1.4,0.3273,0.014078868999999999,0.021429106,0.5376,0.3173,0.0171,0.0244,6,15,14,10,7,13,2,3,0,1,4,5,8,9,11,12
Skin,800,2,1000,1.8,5.52,1.86,1.4,0.3273,0.014078868999999999,0.021429106,0.5376,0.3173,0.0171,0.0244,6,10,7,15,14,13,2,3,0,1,4,5,8,9,11,12
Skin,1000,2,1000,1.8,5.52,1.86,1.4,0.3273,0.014078868999999999,0.021429106,0.5376,0.3173,0.0171,0.0244,6,14,10,7,15,13,2,3,0,1,4,5,8,9,11,12
Skin,10,2,5000,2.0,4.578,1.3980000000000001,1.3611,0.3067,0.013526626000000002,0.017755373,0.7153,0.4652,0.0116,0.0129,13,3,14,15,6,2,7,10,0,1,4,5,8,9,11,12
Skin,50,2,5000,2.0,4.578,1.3980000000000001,1.3611,0.3067,0.013526626000000002,0.017755373,0.7153,0.4652,0.0116,0.0129,14,6,7,3,10,13,2,15,0,1,4,5,8,9,11,12
Skin,100,2,5000,2.0,4.578,1.3980000000000001,1.3611,0.3067,0.013526626000000002,0.017755373,0.7153,0.4652,0.0116,0.0129,14,6,13,10,7,15,3,2,0,1,4,5,8,9,11,12
Skin,200,2,5000,2.0,4.578,1.3980000000000001,1.3611,0.3067,0.013526626000000002,0.017755373,0.7153,0.4652,0.0116,0.0129,14,7,6,10,13,15,2,3,0,1,4,5,8,9,11,12
Skin,400,2,5000,2.0,4.578,1.3980000000000001,1.3611,0.3067,0.013526626000000002,0.017755373,0.7153,0.4652,0.0116,0.0129,6,14,7,10,13,2,15,3,0,1,4,5,8,9,11,12
Skin,600,2,5000,2.0,4.578,1.3980000000000001,1.3611,0.3067,0.013526626000000002,0.017755373,0.7153,0.4652,0.0116,0.0129,6,7,10,13,2,3,0,1,4,5,8,9,11,12,14,15
Skin,800,2,5000,2.0,4.578,1.3980000000000001,1.3611,0.3067,0.013526626000000002,0.017755373,0.7153,0.4652,0.0116,0.0129,6,14,7,10,13,15,2,3,0,1,4,5,8,9,11,12
Skin,1000,2,5000,2.0,4.578,1.3980000000000001,1.3611,0.3067,0.013526626000000002,0.017755373,0.7153,0.4652,0.0116,0.0129,6,14,7,10,13,15,2,3,0,1,4,5,8,9,11,12
Skin,10,2,10000,2.0,4.488,1.44,1.2904,0.2494,0.012145448,0.011934791,0.6944,0.4391,0.0108,0.0122,13,14,15,2,3,7,10,6,0,1,4,5,8,9,11,12
Skin,50,2,10000,2.0,4.488,1.44,1.2904,0.2494,0.012145448,0.011934791,0.6944,0.4391,0.0108,0.0122,14,7,13,10,6,15,2,3,0,1,4,5,8,9,11,12
