dataset,k,dimension,trajectoryNumber,heightnew,nodecounts,leafnodes,depthmean,depthsd,radiusmean,radiussd,pointsmean,pointssd,disfathermean,disfathersd,fastest,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,slowest
Skin,100,2,10000,2.0,4.488,1.44,1.2904,0.2494,0.012145448,0.011934791,0.6944,0.4391,0.0108,0.0122,14,7,10,13,6,2,3,15,0,1,4,5,8,9,11,12
Skin,200,2,10000,2.0,4.488,1.44,1.2904,0.2494,0.012145448,0.011934791,0.6944,0.4391,0.0108,0.0122,14,7,10,6,13,2,15,3,0,1,4,5,8,9,11,12
Skin,400,2,10000,2.0,4.488,1.44,1.2904,0.2494,0.012145448,0.011934791,0.6944,0.4391,0.0108,0.0122,14,7,6,10,13,2,15,3,0,1,4,5,8,9,11,12
Skin,600,2,10000,2.0,4.488,1.44,1.2904,0.2494,0.012145448,0.011934791,0.6944,0.4391,0.0108,0.0122,14,7,6,10,13,2,15,3,0,1,4,5,8,9,11,12
Skin,800,2,10000,2.0,4.488,1.44,1.2904,0.2494,0.012145448,0.011934791,0.6944,0.4391,0.0108,0.0122,14,7,6,10,13,2,15,3,0,1,4,5,8,9,11,12
Skin,1000,2,10000,2.0,4.488,1.44,1.2904,0.2494,0.012145448,0.011934791,0.6944,0.4391,0.0108,0.0122,6,7,10,2,13,3,0,1,4,5,8,9,11,12,14,15
Skin,10,2,50000,1.8,4.578,1.3392,1.2588,0.187,0.005126426,0.0075242880000000005,0.7467,0.522,0.0066,0.0066,13,14,15,2,7,10,3,6,0,1,4,5,8,9,11,12
Skin,50,2,50000,1.8,4.578,1.3392,1.2588,0.187,0.005126426,0.0075242880000000005,0.7467,0.522,0.0066,0.0066,14,13,15,7,10,6,2,3,0,1,4,5,8,9,11,12
Skin,100,2,50000,1.8,4.578,1.3392,1.2588,0.187,0.005126426,0.0075242880000000005,0.7467,0.522,0.0066,0.0066,14,13,7,10,15,6,2,3,0,1,4,5,8,9,11,12
Skin,200,2,50000,1.8,4.578,1.3392,1.2588,0.187,0.005126426,0.0075242880000000005,0.7467,0.522,0.0066,0.0066,14,13,7,10,6,15,2,3,0,1,4,5,8,9,11,12
Skin,400,2,50000,1.8,4.578,1.3392,1.2588,0.187,0.005126426,0.0075242880000000005,0.7467,0.522,0.0066,0.0066,14,13,7,10,6,15,2,3,0,1,4,5,8,9,11,12
Skin,600,2,50000,1.8,4.578,1.3392,1.2588,0.187,0.005126426,0.0075242880000000005,0.7467,0.522,0.0066,0.0066,14,13,7,10,6,15,2,3,0,1,4,5,8,9,11,12
Skin,800,2,50000,1.8,4.578,1.3392,1.2588,0.187,0.005126426,0.0075242880000000005,0.7467,0.522,0.0066,0.0066,14,13,7,10,6,15,2,3,0,1,4,5,8,9,11,12
Skin,1000,2,50000,1.8,4.578,1.3392,1.2588,0.187,0.005126426,0.0075242880000000005,0.7467,0.522,0.0066,0.0066,14,13,7,10,6,15,2,3,0,1,4,5,8,9,11,12
Skin,10,2,100000,1.7272726999999999,3.5811,1.0593,1.2616,0.1882,0.005942888,0.010869045,0.9440000000000001,1.8119999999999998,0.0066,0.0119,13,14,15,3,2,10,7,6,0,1,4,5,8,9,11,12
Skin,50,2,100000,1.7272726999999999,3.5811,1.0593,1.2616,0.1882,0.005942888,0.010869045,0.9440000000000001,1.8119999999999998,0.0066,0.0119,14,13,15,7,10,2,6,3,0,1,4,5,8,9,11,12
Skin,100,2,100000,1.7272726999999999,3.5811,1.0593,1.2616,0.1882,0.005942888,0.010869045,0.9440000000000001,1.8119999999999998,0.0066,0.0119,14,13,15,7,10,6,2,3,0,1,4,5,8,9,11,12
Skin,200,2,100000,1.7272726999999999,3.5811,1.0593,1.2616,0.1882,0.005942888,0.010869045,0.9440000000000001,1.8119999999999998,0.0066,0.0119,14,13,10,7,15,6,2,3,0,1,4,5,8,9,11,12
Skin,400,2,100000,1.7272726999999999,3.5811,1.0593,1.2616,0.1882,0.005942888,0.010869045,0.9440000000000001,1.8119999999999998,0.0066,0.0119,14,13,7,10,6,15,2,3,0,1,4,5,8,9,11,12
Skin,600,2,100000,1.7272726999999999,3.5811,1.0593,1.2616,0.1882,0.005942888,0.010869045,0.9440000000000001,1.8119999999999998,0.0066,0.0119,14,13,7,10,6,15,2,3,0,1,4,5,8,9,11,12
Skin,800,2,100000,1.7272726999999999,3.5811,1.0593,1.2616,0.1882,0.005942888,0.010869045,0.9440000000000001,1.8119999999999998,0.0066,0.0119,14,13,7,10,6,15,2,3,0,1,4,5,8,9,11,12
Skin,1000,2,100000,1.7272726999999999,3.5811,1.0593,1.2616,0.1882,0.005942888,0.010869045,0.9440000000000001,1.8119999999999998,0.0066,0.0119,14,13,7,10,6,15,2,3,0,1,4,5,8,9,11,12
euro,10,2,169300,2.0,1.9979326640000001,0.6661,1.4327,0.1967,0.0030002270000000003,0.013018316,1.5013,2.0608,0.002,0.011000000000000001,13,10,14,15,3,6,2,7,0,1,4,5,8,9,11,12
euro,50,2,169300,2.0,1.9979326640000001,0.6661,1.4327,0.1967,0.0030002270000000003,0.013018316,1.5013,2.0608,0.002,0.011000000000000001,14,13,15,10,6,7,2,3,0,1,4,5,8,9,11,12
euro,100,2,169300,2.0,1.9979326640000001,0.6661,1.4327,0.1967,0.0030002270000000003,0.013018316,1.5013,2.0608,0.002,0.011000000000000001,14,7,13,10,6,2,15,3,0,1,4,5,8,9,11,12
euro,200,2,169300,2.0,1.9979326640000001,0.6661,1.4327,0.1967,0.0030002270000000003,0.013018316,1.5013,2.0608,0.002,0.011000000000000001,14,7,10,13,6,2,15,3,0,1,4,5,8,9,11,12
euro,400,2,169300,2.0,1.9979326640000001,0.6661,1.4327,0.1967,0.0030002270000000003,0.013018316,1.5013,2.0608,0.002,0.011000000000000001,7,10,6,13,2,3,0,1,4,5,8,9,11,12,14,15
euro,600,2,169300,2.0,1.9979326640000001,0.6661,1.4327,0.1967,0.0030002270000000003,0.013018316,1.5013,2.0608,0.002,0.011000000000000001,14,7,10,13,6,2,15,3,0,1,4,5,8,9,11,12
euro,800,2,169300,2.0,1.9979326640000001,0.6661,1.4327,0.1967,0.0030002270000000003,0.013018316,1.5013,2.0608,0.002,0.011000000000000001,14,7,10,13,6,2,15,3,0,1,4,5,8,9,11,12
euro,1000,2,169300,2.0,1.9979326640000001,0.6661,1.4327,0.1967,0.0030002270000000003,0.013018316,1.5013,2.0608,0.002,0.011000000000000001,14,7,10,13,6,2,15,3,0,1,4,5,8,9,11,12
euro,10,2,1000,2.0,4.53,1.53,1.5373,0.4275,0.07679427700000001,0.105579435,0.6536,0.21899999999999997,0.0509,0.0759,2,6,10,7,3,13,14,15,0,1,4,5,8,9,11,12
euro,50,2,1000,2.0,4.53,1.53,1.5373,0.4275,0.07679427700000001,0.105579435,0.6536,0.21899999999999997,0.0509,0.0759,6,7,14,2,3,13,10,15,0,1,4,5,8,9,11,12
euro,100,2,1000,2.0,4.53,1.53,1.5373,0.4275,0.07679427700000001,0.105579435,0.6536,0.21899999999999997,0.0509,0.0759,6,7,14,2,3,10,13,15,0,1,4,5,8,9,11,12
euro,200,2,1000,2.0,4.53,1.53,1.5373,0.4275,0.07679427700000001,0.105579435,0.6536,0.21899999999999997,0.0509,0.0759,6,14,7,10,13,2,3,15,0,1,4,5,8,9,11,12
euro,400,2,1000,2.0,4.53,1.53,1.5373,0.4275,0.07679427700000001,0.105579435,0.6536,0.21899999999999997,0.0509,0.0759,6,7,10,2,13,3,0,1,4,5,8,9,11,12,14,15
euro,600,2,1000,2.0,4.53,1.53,1.5373,0.4275,0.07679427700000001,0.105579435,0.6536,0.21899999999999997,0.0509,0.0759,6,14,7,10,13,15,2,3,0,1,4,5,8,9,11,12
euro,800,2,1000,2.0,4.53,1.53,1.5373,0.4275,0.07679427700000001,0.105579435,0.6536,0.21899999999999997,0.0509,0.0759,6,14,10,7,2,15,13,3,0,1,4,5,8,9,11,12
euro,1000,2,1000,2.0,4.53,1.53,1.5373,0.4275,0.07679427700000001,0.105579435,0.6536,0.21899999999999997,0.0509,0.0759,6,10,14,15,7,13,2,3,0,1,4,5,8,9,11,12
euro,10,2,5000,2.142857,3.57,1.194,1.5894,0.3449,0.016885032,0.026807121,0.8375,0.4783,0.0157,0.0557,13,10,2,14,3,7,15,6,0,1,4,5,8,9,11,12
euro,50,2,5000,2.142857,3.57,1.194,1.5894,0.3449,0.016885032,0.026807121,0.8375,0.4783,0.0157,0.0557,14,7,10,6,2,13,15,3,0,1,4,5,8,9,11,12
euro,100,2,5000,2.142857,3.57,1.194,1.5894,0.3449,0.016885032,0.026807121,0.8375,0.4783,0.0157,0.0557,7,14,10,6,2,13,15,3,0,1,4,5,8,9,11,12
euro,200,2,5000,2.142857,3.57,1.194,1.5894,0.3449,0.016885032,0.026807121,0.8375,0.4783,0.0157,0.0557,7,10,6,13,2,3,0,1,4,5,8,9,11,12,14,15
euro,400,2,5000,2.142857,3.57,1.194,1.5894,0.3449,0.016885032,0.026807121,0.8375,0.4783,0.0157,0.0557,7,10,6,13,2,3,0,1,4,5,8,9,11,12,14,15
euro,600,2,5000,2.142857,3.57,1.194,1.5894,0.3449,0.016885032,0.026807121,0.8375,0.4783,0.0157,0.0557,6,7,10,13,2,3,0,1,4,5,8,9,11,12,14,15
euro,800,2,5000,2.142857,3.57,1.194,1.5894,0.3449,0.016885032,0.026807121,0.8375,0.4783,0.0157,0.0557,6,7,10,13,2,3,0,1,4,5,8,9,11,12,14,15
euro,1000,2,5000,2.142857,3.57,1.194,1.5894,0.3449,0.016885032,0.026807121,0.8375,0.4783,0.0157,0.0557,6,7,14,10,13,2,15,3,0,1,4,5,8,9,11,12
euro,10,2,10000,2.125,3.0180000000000002,1.008,1.5506,0.3183,0.012517573,0.020212943,0.9921,0.9472,0.0113,0.044000000000000004,2,3,14,13,10,7,6,15,0,1,4,5,8,9,11,12
euro,50,2,10000,2.125,3.0180000000000002,1.008,1.5506,0.3183,0.012517573,0.020212943,0.9921,0.9472,0.0113,0.044000000000000004,14,7,10,6,2,13,15,3,0,1,4,5,8,9,11,12
euro,100,2,10000,2.125,3.0180000000000002,1.008,1.5506,0.3183,0.012517573,0.020212943,0.9921,0.9472,0.0113,0.044000000000000004,14,7,10,6,2,13,3,15,0,1,4,5,8,9,11,12
euro,200,2,10000,2.125,3.0180000000000002,1.008,1.5506,0.3183,0.012517573,0.020212943,0.9921,0.9472,0.0113,0.044000000000000004,14,10,7,6,13,2,15,3,0,1,4,5,8,9,11,12
euro,400,2,10000,2.125,3.0180000000000002,1.008,1.5506,0.3183,0.012517573,0.020212943,0.9921,0.9472,0.0113,0.044000000000000004,7,10,6,13,2,3,0,1,4,5,8,9,11,12,14,15
euro,600,2,10000,2.125,3.0180000000000002,1.008,1.5506,0.3183,0.012517573,0.020212943,0.9921,0.9472,0.0113,0.044000000000000004,14,10,7,6,13,2,15,3,0,1,4,5,8,9,11,12
euro,800,2,10000,2.125,3.0180000000000002,1.008,1.5506,0.3183,0.012517573,0.020212943,0.9921,0.9472,0.0113,0.044000000000000004,14,7,6,10,13,2,15,3,0,1,4,5,8,9,11,12
euro,1000,2,10000,2.125,3.0180000000000002,1.008,1.5506,0.3183,0.012517573,0.020212943,0.9921,0.9472,0.0113,0.044000000000000004,6,14,7,10,13,2,15,3,0,1,4,5,8,9,11,12
euro,10,2,50000,2.0,2.7384,0.9132,1.4749,0.2433,0.006511951,0.015218375,1.0951,1.1078,0.0043,0.0135,13,14,15,3,7,2,10,6,0,1,4,5,8,9,11,12
euro,50,2,50000,2.0,2.7384,0.9132,1.4749,0.2433,0.006511951,0.015218375,1.0951,1.1078,0.0043,0.0135,14,7,13,10,2,15,6,3,0,1,4,5,8,9,11,12
euro,100,2,50000,2.0,2.7384,0.9132,1.4749,0.2433,0.006511951,0.015218375,1.0951,1.1078,0.0043,0.0135,14,7,10,13,6,2,15,3,0,1,4,5,8,9,11,12
euro,200,2,50000,2.0,2.7384,0.9132,1.4749,0.2433,0.006511951,0.015218375,1.0951,1.1078,0.0043,0.0135,10,7,14,13,6,2,15,3,0,1,4,5,8,9,11,12
euro,400,2,50000,2.0,2.7384,0.9132,1.4749,0.2433,0.006511951,0.015218375,1.0951,1.1078,0.0043,0.0135,14,7,10,6,13,2,15,3,0,1,4,5,8,9,11,12
euro,600,2,50000,2.0,2.7384,0.9132,1.4749,0.2433,0.006511951,0.015218375,1.0951,1.1078,0.0043,0.0135,14,7,10,6,13,2,15,3,0,1,4,5,8,9,11,12
euro,800,2,50000,2.0,2.7384,0.9132,1.4749,0.2433,0.006511951,0.015218375,1.0951,1.1078,0.0043,0.0135,14,7,10,6,13,2,15,3,0,1,4,5,8,9,11,12
euro,1000,2,50000,2.0,2.7384,0.9132,1.4749,0.2433,0.006511951,0.015218375,1.0951,1.1078,0.0043,0.0135,14,7,10,6,13,2,15,3,0,1,4,5,8,9,11,12
euro,10,2,100000,2.0,1.7472,0.5826,1.4834,0.2276,0.0038601840000000004,0.016278668,1.7164,3.0135,0.0027,0.0124,13,14,15,2,7,10,3,6,0,1,4,5,8,9,11,12
euro,50,2,100000,2.0,1.7472,0.5826,1.4834,0.2276,0.0038601840000000004,0.016278668,1.7164,3.0135,0.0027,0.0124,14,10,7,13,2,6,15,3,0,1,4,5,8,9,11,12
euro,100,2,100000,2.0,1.7472,0.5826,1.4834,0.2276,0.0038601840000000004,0.016278668,1.7164,3.0135,0.0027,0.0124,14,10,7,13,6,2,15,3,0,1,4,5,8,9,11,12
euro,200,2,100000,2.0,1.7472,0.5826,1.4834,0.2276,0.0038601840000000004,0.016278668,1.7164,3.0135,0.0027,0.0124,7,10,14,6,13,2,15,3,0,1,4,5,8,9,11,12
euro,400,2,100000,2.0,1.7472,0.5826,1.4834,0.2276,0.0038601840000000004,0.016278668,1.7164,3.0135,0.0027,0.0124,14,7,10,6,13,2,15,3,0,1,4,5,8,9,11,12
euro,600,2,100000,2.0,1.7472,0.5826,1.4834,0.2276,0.0038601840000000004,0.016278668,1.7164,3.0135,0.0027,0.0124,7,10,14,6,13,2,15,3,0,1,4,5,8,9,11,12
euro,800,2,100000,2.0,1.7472,0.5826,1.4834,0.2276,0.0038601840000000004,0.016278668,1.7164,3.0135,0.0027,0.0124,10,7,6,13,2,3,0,1,4,5,8,9,11,12,14,15
euro,1000,2,100000,2.0,1.7472,0.5826,1.4834,0.2276,0.0038601840000000004,0.016278668,1.7164,3.0135,0.0027,0.0124,7,10,6,13,2,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,10,20,65550,2.5454545,2.0270022880000003,0.665,1.4629,0.2547,0.000434,0.002071205,1.5038,6.3427,0.0012,0.0271,13,14,15,7,10,2,6,3,0,1,4,5,8,9,11,12
KeggUndirect,50,20,65550,2.5454545,2.0270022880000003,0.665,1.4629,0.2547,0.000434,0.002071205,1.5038,6.3427,0.0012,0.0271,14,15,7,10,13,2,6,3,0,1,4,5,8,9,11,12
KeggUndirect,100,20,65550,2.5454545,2.0270022880000003,0.665,1.4629,0.2547,0.000434,0.002071205,1.5038,6.3427,0.0012,0.0271,7,10,2,13,6,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,200,20,65550,2.5454545,2.0270022880000003,0.665,1.4629,0.2547,0.000434,0.002071205,1.5038,6.3427,0.0012,0.0271,7,10,2,13,6,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,400,20,65550,2.5454545,2.0270022880000003,0.665,1.4629,0.2547,0.000434,0.002071205,1.5038,6.3427,0.0012,0.0271,7,10,2,13,6,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,600,20,65550,2.5454545,2.0270022880000003,0.665,1.4629,0.2547,0.000434,0.002071205,1.5038,6.3427,0.0012,0.0271,7,10,2,13,6,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,800,20,65550,2.5454545,2.0270022880000003,0.665,1.4629,0.2547,0.000434,0.002071205,1.5038,6.3427,0.0012,0.0271,7,10,2,13,6,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,1000,20,65550,2.5454545,2.0270022880000003,0.665,1.4629,0.2547,0.000434,0.002071205,1.5038,6.3427,0.0012,0.0271,7,10,2,13,6,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,10,2,1000,2.2,4.05,1.23,1.4439,0.3602,0.02178486,0.051481115,0.813,0.5069,0.0403,0.1279,6,7,10,2,3,13,0,1,4,5,8,9,11,12,14,15
KeggUndirect,50,2,1000,2.2,4.05,1.23,1.4439,0.3602,0.02178486,0.051481115,0.813,0.5069,0.0403,0.1279,6,10,7,3,2,13,0,1,4,5,8,9,11,12,14,15
KeggUndirect,100,2,1000,2.2,4.05,1.23,1.4439,0.3602,0.02178486,0.051481115,0.813,0.5069,0.0403,0.1279,14,13,10,7,6,15,2,3,0,1,4,5,8,9,11,12
KeggUndirect,200,2,1000,2.2,4.05,1.23,1.4439,0.3602,0.02178486,0.051481115,0.813,0.5069,0.0403,0.1279,6,13,15,14,7,10,2,3,0,1,4,5,8,9,11,12
KeggUndirect,400,2,1000,2.2,4.05,1.23,1.4439,0.3602,0.02178486,0.051481115,0.813,0.5069,0.0403,0.1279,6,15,14,13,7,10,2,3,0,1,4,5,8,9,11,12
KeggUndirect,600,2,1000,2.2,4.05,1.23,1.4439,0.3602,0.02178486,0.051481115,0.813,0.5069,0.0403,0.1279,6,15,14,10,13,7,2,3,0,1,4,5,8,9,11,12
KeggUndirect,800,2,1000,2.2,4.05,1.23,1.4439,0.3602,0.02178486,0.051481115,0.813,0.5069,0.0403,0.1279,6,15,14,7,10,13,2,3,0,1,4,5,8,9,11,12
KeggUndirect,1000,2,1000,2.2,4.05,1.23,1.4439,0.3602,0.02178486,0.051481115,0.813,0.5069,0.0403,0.1279,6,15,14,7,10,13,2,3,0,1,4,5,8,9,11,12
KeggUndirect,10,2,5000,1.8571428,3.036,0.528,1.3555,0.3749,0.012804705,0.037235348,1.8939,2.3125,0.0204,0.0873,13,14,15,6,2,10,7,3,0,1,4,5,8,9,11,12
KeggUndirect,50,2,5000,1.8571428,3.036,0.528,1.3555,0.3749,0.012804705,0.037235348,1.8939,2.3125,0.0204,0.0873,14,13,15,6,7,10,3,2,0,1,4,5,8,9,11,12
KeggUndirect,100,2,5000,1.8571428,3.036,0.528,1.3555,0.3749,0.012804705,0.037235348,1.8939,2.3125,0.0204,0.0873,14,13,15,6,7,10,2,3,0,1,4,5,8,9,11,12
KeggUndirect,200,2,5000,1.8571428,3.036,0.528,1.3555,0.3749,0.012804705,0.037235348,1.8939,2.3125,0.0204,0.0873,14,13,15,6,10,7,2,3,0,1,4,5,8,9,11,12
KeggUndirect,400,2,5000,1.8571428,3.036,0.528,1.3555,0.3749,0.012804705,0.037235348,1.8939,2.3125,0.0204,0.0873,15,14,13,6,10,7,2,3,0,1,4,5,8,9,11,12
KeggUndirect,600,2,5000,1.8571428,3.036,0.528,1.3555,0.3749,0.012804705,0.037235348,1.8939,2.3125,0.0204,0.0873,15,14,13,6,7,10,2,3,0,1,4,5,8,9,11,12
KeggUndirect,800,2,5000,1.8571428,3.036,0.528,1.3555,0.3749,0.012804705,0.037235348,1.8939,2.3125,0.0204,0.0873,14,15,6,13,10,7,2,3,0,1,4,5,8,9,11,12
KeggUndirect,1000,2,5000,1.8571428,3.036,0.528,1.3555,0.3749,0.012804705,0.037235348,1.8939,2.3125,0.0204,0.0873,15,14,6,13,7,10,2,3,0,1,4,5,8,9,11,12
KeggUndirect,10,2,10000,1.75,2.532,0.336,1.3136,0.3575,0.009617404,0.032795704,2.9762,4.2487,0.0165,0.0774,13,14,15,2,3,6,7,10,0,1,4,5,8,9,11,12
KeggUndirect,50,2,10000,1.75,2.532,0.336,1.3136,0.3575,0.009617404,0.032795704,2.9762,4.2487,0.0165,0.0774,14,13,15,7,10,6,2,3,0,1,4,5,8,9,11,12
KeggUndirect,100,2,10000,1.75,2.532,0.336,1.3136,0.3575,0.009617404,0.032795704,2.9762,4.2487,0.0165,0.0774,14,13,15,6,10,7,2,3,0,1,4,5,8,9,11,12
KeggUndirect,200,2,10000,1.75,2.532,0.336,1.3136,0.3575,0.009617404,0.032795704,2.9762,4.2487,0.0165,0.0774,13,14,15,6,7,10,2,3,0,1,4,5,8,9,11,12
KeggUndirect,400,2,10000,1.75,2.532,0.336,1.3136,0.3575,0.009617404,0.032795704,2.9762,4.2487,0.0165,0.0774,15,13,14,6,10,7,2,3,0,1,4,5,8,9,11,12
KeggUndirect,600,2,10000,1.75,2.532,0.336,1.3136,0.3575,0.009617404,0.032795704,2.9762,4.2487,0.0165,0.0774,15,14,13,6,7,10,2,3,0,1,4,5,8,9,11,12
KeggUndirect,800,2,10000,1.75,2.532,0.336,1.3136,0.3575,0.009617404,0.032795704,2.9762,4.2487,0.0165,0.0774,14,15,13,6,10,7,2,3,0,1,4,5,8,9,11,12
KeggUndirect,1000,2,10000,1.75,2.532,0.336,1.3136,0.3575,0.009617404,0.032795704,2.9762,4.2487,0.0165,0.0774,14,15,13,6,10,7,2,3,0,1,4,5,8,9,11,12
KeggUndirect,10,2,50000,1.6,1.0038,0.111,1.2265,0.3396,0.0077041240000000006,0.039864165,9.009,18.17,0.012,0.0549,14,13,15,2,6,3,10,7,0,1,4,5,8,9,11,12
KeggUndirect,50,2,50000,1.6,1.0038,0.111,1.2265,0.3396,0.0077041240000000006,0.039864165,9.009,18.17,0.012,0.0549,14,13,15,7,10,6,2,3,0,1,4,5,8,9,11,12
KeggUndirect,100,2,50000,1.6,1.0038,0.111,1.2265,0.3396,0.0077041240000000006,0.039864165,9.009,18.17,0.012,0.0549,14,13,15,7,10,6,2,3,0,1,4,5,8,9,11,12
KeggUndirect,200,2,50000,1.6,1.0038,0.111,1.2265,0.3396,0.0077041240000000006,0.039864165,9.009,18.17,0.012,0.0549,14,13,15,7,10,6,2,3,0,1,4,5,8,9,11,12
KeggUndirect,400,2,50000,1.6,1.0038,0.111,1.2265,0.3396,0.0077041240000000006,0.039864165,9.009,18.17,0.012,0.0549,13,15,14,6,10,7,2,3,0,1,4,5,8,9,11,12
KeggUndirect,600,2,50000,1.6,1.0038,0.111,1.2265,0.3396,0.0077041240000000006,0.039864165,9.009,18.17,0.012,0.0549,15,13,14,6,7,10,2,3,0,1,4,5,8,9,11,12
KeggUndirect,800,2,50000,1.6,1.0038,0.111,1.2265,0.3396,0.0077041240000000006,0.039864165,9.009,18.17,0.012,0.0549,14,13,15,6,10,7,2,3,0,1,4,5,8,9,11,12
KeggUndirect,1000,2,50000,1.6,1.0038,0.111,1.2265,0.3396,0.0077041240000000006,0.039864165,9.009,18.17,0.012,0.0549,15,14,13,6,7,10,2,3,0,1,4,5,8,9,11,12
KeggUndirect,10,10,1000,2.8,2.82,0.96,1.8125,0.6518,0.001517521,0.004162468,1.0417,1.4345,0.0433,0.1794,14,13,2,15,7,10,3,6,0,1,4,5,8,9,11,12
KeggUndirect,50,10,1000,2.8,2.82,0.96,1.8125,0.6518,0.001517521,0.004162468,1.0417,1.4345,0.0433,0.1794,7,6,3,2,13,10,0,1,4,5,8,9,11,12,14,15
KeggUndirect,100,10,1000,2.8,2.82,0.96,1.8125,0.6518,0.001517521,0.004162468,1.0417,1.4345,0.0433,0.1794,7,6,2,3,13,10,0,1,4,5,8,9,11,12,14,15
KeggUndirect,200,10,1000,2.8,2.82,0.96,1.8125,0.6518,0.001517521,0.004162468,1.0417,1.4345,0.0433,0.1794,7,6,2,3,10,13,0,1,4,5,8,9,11,12,14,15
KeggUndirect,400,10,1000,2.8,2.82,0.96,1.8125,0.6518,0.001517521,0.004162468,1.0417,1.4345,0.0433,0.1794,6,7,10,13,2,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,600,10,1000,2.8,2.82,0.96,1.8125,0.6518,0.001517521,0.004162468,1.0417,1.4345,0.0433,0.1794,6,7,14,10,15,13,2,3,0,1,4,5,8,9,11,12
KeggUndirect,800,10,1000,2.8,2.82,0.96,1.8125,0.6518,0.001517521,0.004162468,1.0417,1.4345,0.0433,0.1794,6,14,15,7,10,13,2,3,0,1,4,5,8,9,11,12
KeggUndirect,1000,10,1000,2.8,2.82,0.96,1.8125,0.6518,0.001517521,0.004162468,1.0417,1.4345,0.0433,0.1794,6,10,7,14,15,13,2,3,0,1,4,5,8,9,11,12
KeggUndirect,10,10,5000,2.857143,2.778,0.9179999999999999,1.7049,0.4211,0.0010493660000000001,0.007728928,1.0893,1.6716,0.0086,0.0828,14,13,15,2,10,7,3,6,0,1,4,5,8,9,11,12
KeggUndirect,50,10,5000,2.857143,2.778,0.9179999999999999,1.7049,0.4211,0.0010493660000000001,0.007728928,1.0893,1.6716,0.0086,0.0828,14,7,2,10,13,15,3,6,0,1,4,5,8,9,11,12
KeggUndirect,100,10,5000,2.857143,2.778,0.9179999999999999,1.7049,0.4211,0.0010493660000000001,0.007728928,1.0893,1.6716,0.0086,0.0828,7,10,6,2,13,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,200,10,5000,2.857143,2.778,0.9179999999999999,1.7049,0.4211,0.0010493660000000001,0.007728928,1.0893,1.6716,0.0086,0.0828,7,10,6,2,13,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,400,10,5000,2.857143,2.778,0.9179999999999999,1.7049,0.4211,0.0010493660000000001,0.007728928,1.0893,1.6716,0.0086,0.0828,7,10,6,2,13,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,600,10,5000,2.857143,2.778,0.9179999999999999,1.7049,0.4211,0.0010493660000000001,0.007728928,1.0893,1.6716,0.0086,0.0828,7,6,10,2,13,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,800,10,5000,2.857143,2.778,0.9179999999999999,1.7049,0.4211,0.0010493660000000001,0.007728928,1.0893,1.6716,0.0086,0.0828,7,6,10,2,13,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,1000,10,5000,2.857143,2.778,0.9179999999999999,1.7049,0.4211,0.0010493660000000001,0.007728928,1.0893,1.6716,0.0086,0.0828,6,7,10,2,13,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,10,10,10000,2.375,2.676,0.87,1.6043,0.3328,0.0005780000000000001,0.0055521730000000005,1.1494,2.2758,0.0046,0.0603,13,15,14,2,7,10,3,6,0,1,4,5,8,9,11,12
KeggUndirect,50,10,10000,2.375,2.676,0.87,1.6043,0.3328,0.0005780000000000001,0.0055521730000000005,1.1494,2.2758,0.0046,0.0603,14,7,13,10,2,15,6,3,0,1,4,5,8,9,11,12
KeggUndirect,100,10,10000,2.375,2.676,0.87,1.6043,0.3328,0.0005780000000000001,0.0055521730000000005,1.1494,2.2758,0.0046,0.0603,7,10,13,2,6,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,200,10,10000,2.375,2.676,0.87,1.6043,0.3328,0.0005780000000000001,0.0055521730000000005,1.1494,2.2758,0.0046,0.0603,7,10,6,2,13,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,400,10,10000,2.375,2.676,0.87,1.6043,0.3328,0.0005780000000000001,0.0055521730000000005,1.1494,2.2758,0.0046,0.0603,7,10,6,2,13,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,600,10,10000,2.375,2.676,0.87,1.6043,0.3328,0.0005780000000000001,0.0055521730000000005,1.1494,2.2758,0.0046,0.0603,7,10,6,2,13,3,0,1,4,5,8,9,11,12,14,15
KeggUndirect,800,10,10000,2.375,2.676,0.87,1.6043,0.3328,0.0005780000000000001,0.0055521730000000005,1.1494,2.2758,0.0046,0.0603,14,7,10,6,13,2,15,3,0,1,4,5,8,9,11,12
